experiment_name,n_protein,cytokine_protein,best_cluster,best_pdb_path,Nstruc,Evdw+0.1Eelec,Evdw+0.1Eelec_sd,Evdw,Evdw_sd,Eelec,Eelec_sd,Eair,Eair_sd,Edesolv,Edesolv_sd,AIRviol,AIRviol_sd,dihedviol,dihedviol_sd,BSA,BSA_sd,haddock-score,haddock-score_sd,prodigy_deltaG_kcalpermol,prodigy_dissociation_constant_M,intraclashes_group1,intraclashes_group2,foldx_deltaG_kcalpermol,stability_group1,stability_group2
SARS-CoV-2-WA1-N__TNFbeta,SARS-CoV-2-WA1-N,TNFbeta,1,./results/SARS-CoV-2-WA1-N__TNFbeta/run1/structures/it1/water/SARS-CoV-2-WA1-N__TNFbeta_116w.pdb,4,-109.21,10.01,-84.13,7.12,-250.82,30.79,3742.53,163.31,-7.386,2.62,64.25,0,0,0,3254.295,238.513,232.577,28.94,-16.4,9.8E-13,25.036,13.3216,-4.52991,271.098,55.4811
RaTG13-N__XCL1,RaTG13-N,XCL1,1,./results/RaTG13-N__XCL1/run1/structures/it1/water/RaTG13-N__XCL1_79w.pdb,5,-119.22,15.34,-84.75,13.53,-344.64,31.87,2924.59,92.17,28.472,3.59,51,0,0,0,3080.17,239.933,167.25,21.02,-9,2.5E-07,36.4021,5.66713,-4.51103,271.86,48.9287
SARS-CoV-2-B.1.351-N__CCL19,SARS-CoV-2-B.1.351-N,CCL19,1,./results/SARS-CoV-2-B.1.351-N__CCL19/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__CCL19_95w.pdb,61,-91.47,14.26,-75.2,12.27,-162.71,33.4,3126.49,181.44,17.432,2.864,52.25,0,0,0,2630.925,192.294,222.336,23.111,-12.6,5.4E-10,32.5972,3.48206,-4.50362,280.951,7.4529
SARS-CoV-N__CCL20,SARS-CoV-N,CCL20,2,./results/SARS-CoV-N__CCL20/run1/structures/it1/water/SARS-CoV-N__CCL20_85w.pdb,4,-110.08,5.87,-74.43,8.06,-356.42,36.91,2802.02,149.62,14.669,4.58,43.25,0,0,0,2502.677,77.743,149.154,8,-15.6,3.4E-12,29.5444,4.15165,-4.49742,251.768,17.5585
RaTG13-N__IFNlambda1,RaTG13-N,IFNlambda1,1,./results/RaTG13-N__IFNlambda1/run1/structures/it1/water/RaTG13-N__IFNlambda1_106w.pdb,4,-96.16,11.28,-70.18,8.46,-259.85,29.81,2910.79,204.02,14.429,3.869,52,0,0,0,2841.005,169.843,183.362,6.792,-12.4,7.8E-10,29.5545,11.9227,-4.49713,269.199,36.46
RaTG13-N__CXCL5,RaTG13-N,CXCL5,6,./results/RaTG13-N__CXCL5/run1/structures/it1/water/RaTG13-N__CXCL5_11w.pdb,4,-97.39,3.97,-67.72,3.39,-296.71,23.89,2675.76,101.07,17.445,0.683,47.75,0,0,0,2945.643,179.747,157.962,12.9,-13.4,1.6E-10,29.9549,3.63612,-4.49602,278.31,31.1668
SARS-CoV-2-P.1-N__CXCL2,SARS-CoV-2-P.1-N,CXCL2,4,./results/SARS-CoV-2-P.1-N__CXCL2/run1/structures/it1/water/SARS-CoV-2-P.1-N__CXCL2_117w.pdb,8,-106.75,7.39,-83.26,9.23,-234.93,40.36,2862.34,230.94,9.364,2.589,49.38,0,0,0,2831.453,108.37,165.355,21.581,-12.4,7.4E-10,28.6356,5.79506,-4.48842,300.243,25.0524
SARS-CoV-2-B.1.351-N__CCL15,SARS-CoV-2-B.1.351-N,CCL15,5,./results/SARS-CoV-2-B.1.351-N__CCL15/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__CCL15_59w.pdb,6,-100.86,10.73,-67.63,11.88,-332.24,60.63,2907.08,136.72,2.58,3.244,48.83,0,0,0,2845.098,157.752,159.206,19.205,-14.3,3.5E-11,29.9822,4.68614,-4.48338,272.288,27.1646
OC43-N__TNFbeta,OC43-N,TNFbeta,2,./results/OC43-N__TNFbeta/run1/structures/it1/water/OC43-N__TNFbeta_86w.pdb,4,-78.69,6.79,-61.17,3.32,-175.18,35.21,3578.97,178.19,-25.385,4.71,60.25,0,0,0,2353.707,170.029,236.303,15.75,-12.4,7.6E-10,36.7723,12.1453,-4.46664,300.799,45.6053
SARS-CoV-2-BA.4-N__CCL8,SARS-CoV-2-BA.4-N,CCL8,3,./results/SARS-CoV-2-BA.4-N__CCL8/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CCL8_73w.pdb,4,-103.47,5.38,-81.58,5.31,-218.95,28.04,3022.01,92.54,13.721,1.364,50,0,0,0,2365.08,102.648,190.551,8.915,-9.5,1.1E-07,23.7272,3.0888,-4.44425,263.997,5.00475
SARS-CoV-2-BA.4-N__XCL1,SARS-CoV-2-BA.4-N,XCL1,4,./results/SARS-CoV-2-BA.4-N__XCL1/run1/structures/it1/water/SARS-CoV-2-BA.4-N__XCL1_16w.pdb,4,-75.64,7.36,-56.34,6.01,-192.99,22.59,2482.66,67.41,16.367,2.217,41.25,0,0,0,2618.365,57.077,169.695,15.811,-12.1,1.2E-09,24.8083,9.29537,-4.43844,282.22,58.7746
SARS-CoV-2-XBB-N__CXCL9,SARS-CoV-2-XBB-N,CXCL9,1,./results/SARS-CoV-2-XBB-N__CXCL9/run1/structures/it1/water/SARS-CoV-2-XBB-N__CXCL9_106w.pdb,5,-136.95,9.67,-72.88,9.88,-640.63,31.67,2678.69,108.25,46.536,4.368,46.4,0,0,0,3388.332,131.351,113.394,20.623,-13.3,1.7E-10,25.442,4.11936,-4.42444,258.983,49.7175
MERS-CoV-N__CXCL6,MERS-CoV-N,CXCL6,1,./results/MERS-CoV-N__CXCL6/run1/structures/it1/water/MERS-CoV-N__CXCL6_67w.pdb,15,-98.42,6.62,-82.55,5.43,-158.7,23.61,3117.09,218.41,-17.207,4.274,49.2,0,0,0,2963.913,150.254,180.209,21.083,-10.5,1.9E-08,36.4314,3.41761,-4.41331,288.576,19.4245
SARS-CoV-2-XBB-N__CCL13,SARS-CoV-2-XBB-N,CCL13,3,./results/SARS-CoV-2-XBB-N__CCL13/run1/structures/it1/water/SARS-CoV-2-XBB-N__CCL13_159w.pdb,6,-111.72,8.3,-76.93,5.48,-347.91,51.28,2965.75,83.82,19.634,3.406,46,0,0,0,2262.548,59.4,169.694,17.124,-9.3,1.6E-07,22.3627,4.47765,-4.40602,259.311,31.1336
SARS-CoV-2-BA.1.1-N__CCL7,SARS-CoV-2-BA.1.1-N,CCL7,2,./results/SARS-CoV-2-BA.1.1-N__CCL7/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CCL7_16w.pdb,6,-115.41,9.77,-72.42,6.33,-429.88,73.14,2811.85,128.8,24.76,3.356,49.5,0,0,0,2966.173,192.05,147.549,11.959,-11.2,6.4E-09,23.1216,4.93175,-4.38485,252.678,23.1924
SARS-CoV-2-B.1.1.7-N__CXCL7,SARS-CoV-2-B.1.1.7-N,CXCL7,7,./results/SARS-CoV-2-B.1.1.7-N__CXCL7/run1/structures/it1/water/SARS-CoV-2-B.1.1.7-N__CXCL7_38w.pdb,4,-113.65,18.84,-71.22,22.21,-424.34,48.57,2733.23,206.6,25.916,1.471,51.25,0,0,0,3067.002,323.346,143.154,23.146,-13.6,9.9E-11,24.628,6.44064,-4.37975,257.669,49.0938
RaTG13-N__CCL22,RaTG13-N,CCL22,10,./results/RaTG13-N__CCL22/run1/structures/it1/water/RaTG13-N__CCL22_81w.pdb,5,-101.31,16.87,-85.07,14.85,-162.36,24.72,2605.56,199.42,14.093,3.383,39.8,0,0,0,2422.746,154.315,157.106,24.198,-16,1.9E-12,24.2888,4.16307,-4.37451,276.364,17.9673
SARS-CoV-2-BA.4-N__CXCL13,SARS-CoV-2-BA.4-N,CXCL13,1,./results/SARS-CoV-2-BA.4-N__CXCL13/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CXCL13_112w.pdb,5,-86.29,17.73,-74.3,18.14,-119.93,20.73,2940.41,142.22,-3.852,3.956,48.4,0,0,0,2552.838,217.412,191.907,25.546,-14.1,4.2E-11,23.56,6.83016,-4.36426,261.25,28.7382
SARS-CoV-2-WA1-N__CCL11,SARS-CoV-2-WA1-N,CCL11,9,./results/SARS-CoV-2-WA1-N__CCL11/run1/structures/it1/water/SARS-CoV-2-WA1-N__CCL11_191w.pdb,4,-117.92,11.19,-90.1,11.6,-278.19,17.95,3111.42,192.09,15.047,3.247,52.5,0,0,0,3167.062,190.166,180.449,22.294,-15,1E-11,22.7999,6.995,-4.36177,264.085,32.028
SARS-CoV-2-BQ.1-N__IFNgamma,SARS-CoV-2-BQ.1-N,IFNgamma,1,./results/SARS-CoV-2-BQ.1-N__IFNgamma/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__IFNgamma_35w.pdb,7,-98.94,6.58,-81.18,5.65,-177.56,38.83,3352.42,246.97,8.703,3.941,57.29,0,0,0,2658.424,195.413,223.474,23.538,-12.5,6.3E-10,24.0943,9.13882,-4.35264,238.872,85.8736
BANAL-20-52-N__CXCL12beta,BANAL-20-52-N,CXCL12beta,5,./results/BANAL-20-52-N__CXCL12beta/run1/structures/it1/water/BANAL-20-52-N__CXCL12beta_157w.pdb,5,-108.11,3.92,-73.59,6.05,-345.18,32.95,2536.56,233.38,18.016,3.131,42.8,0,0,0,2550.71,100.254,129.048,19.622,-11.8,2.4E-09,22.8178,6.77346,-4.34564,253.463,40.1848
SARS-CoV-2-BA.1.1-N__CCL4L1,SARS-CoV-2-BA.1.1-N,CCL4L1,2,./results/SARS-CoV-2-BA.1.1-N__CCL4L1/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CCL4L1_147w.pdb,11,-117.12,14.24,-95.39,14.82,-217.31,33.71,2662.57,173.98,1.815,4.787,42.91,0,0,0,2718.791,244.845,129.22,17.761,-16.1,1.6E-12,24.7654,1.3183,-4.33674,248.502,31.9631
SARS-CoV-2-B.1.1.529-N__CCL25,SARS-CoV-2-B.1.1.529-N,CCL25,1,./results/SARS-CoV-2-B.1.1.529-N__CCL25/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__CCL25_137w.pdb,5,-94.07,4,-66.22,5.37,-278.54,43.41,3139.55,119.46,15.568,3.707,53.4,0,0,0,2784.268,156.345,207.597,14.693,-13.7,9.3E-11,22.2614,25.4534,-4.33508,256.827,102.475
MERS-CoV-N__CCL28,MERS-CoV-N,CCL28,2,./results/MERS-CoV-N__CCL28/run1/structures/it1/water/MERS-CoV-N__CCL28_93w.pdb,4,-89.98,4.44,-63.2,7.66,-267.74,35.97,3176.28,189.35,-6.783,7.114,49.5,0,0,0,2776.892,76.279,194.095,13.291,-11.4,4.7E-09,35.6064,7.08374,-4.31808,286.596,52.8187
RaTG13-N__IFNgamma,RaTG13-N,IFNgamma,1,./results/RaTG13-N__IFNgamma/run1/structures/it1/water/RaTG13-N__IFNgamma_111w.pdb,5,-104.58,15.77,-79.11,12.8,-254.67,38.24,3063.92,131,3.333,2.295,54.2,0,0,0,3340.964,343.754,179.68,31.497,-14.4,2.7E-11,27.5503,8.96495,-4.29969,265.36,76.2601
SARS-CoV-2-P.1-N__XCL1,SARS-CoV-2-P.1-N,XCL1,7,./results/SARS-CoV-2-P.1-N__XCL1/run1/structures/it1/water/SARS-CoV-2-P.1-N__XCL1_179w.pdb,4,-135.05,5.04,-97.11,8.24,-379.38,40.86,2831.9,172.96,36.121,1.891,50,0,0,0,3147.25,88.501,146.327,22.21,-8.9,2.9E-07,24.9617,4.95308,-4.2959,272.035,49.9449
SARS-CoV-2-B.1.1-N__IL-10,SARS-CoV-2-B.1.1-N,IL-10,3,./results/SARS-CoV-2-B.1.1-N__IL-10/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__IL-10_41w.pdb,4,-95.56,11.5,-56.83,9.54,-387.26,19.86,3292.79,129.33,11.956,5.043,57.25,0,0,0,2389.605,106.802,206.954,19.656,-14.2,3.7E-11,24.3359,10.9778,-4.29124,272.634,9.93239
SARS-CoV-2-WA1-N__CXCL7,SARS-CoV-2-WA1-N,CXCL7,1,./results/SARS-CoV-2-WA1-N__CXCL7/run1/structures/it1/water/SARS-CoV-2-WA1-N__CXCL7_89w.pdb,6,-111.16,7.06,-78.51,11.36,-326.49,67.09,3070.26,269.83,21.107,4.752,51.5,0,0,0,2862.797,126.087,184.329,22.46,-15.5,4.4E-12,22.4826,6.73277,-4.28346,264.775,54.6766
BANAL-20-52-N__CXCL1,BANAL-20-52-N,CXCL1,2,./results/BANAL-20-52-N__CXCL1/run1/structures/it1/water/BANAL-20-52-N__CXCL1_3w.pdb,6,-106.52,8.64,-85.45,6.63,-210.7,53.1,2819.09,325.57,19.782,5.174,48.33,0,0,0,2702.967,159.516,174.103,36.841,-10.1,3.7E-08,26.5196,2.9331,-4.2581,264.944,21.4948
SARS-CoV-2-WA1-N__CCL15,SARS-CoV-2-WA1-N,CCL15,4,./results/SARS-CoV-2-WA1-N__CCL15/run1/structures/it1/water/SARS-CoV-2-WA1-N__CCL15_50w.pdb,4,-91.06,5.13,-74.43,8.64,-166.31,42.62,3186.41,106.47,-8.182,5.594,51,0,0,0,2446.99,82.855,202.769,6.793,-11.5,3.7E-09,20.1999,3.90817,-4.25479,234.959,22.8946
BANAL-20-52-N__CCL22,BANAL-20-52-N,CCL22,1,./results/BANAL-20-52-N__CCL22/run1/structures/it1/water/BANAL-20-52-N__CCL22_52w.pdb,13,-137,15.54,-108.21,15.28,-287.93,59.41,2850.82,137.1,-5.507,5.792,50.69,0,0,0,3144.353,168.877,113.78,25.778,-15.1,8.2E-12,24.8822,4.30792,-4.25005,291.181,12.6704
SARS-CoV-2-B.1.617.2-DeltaA-N__CCL23,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL23,1,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL23/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL23_21w.pdb,4,-86.64,8.57,-58.68,9.62,-279.63,54.54,3215.57,187.82,9.601,5.035,56,0,0,0,2820.03,255.084,216.552,23.278,-13.2,2E-10,25.3645,24.0109,-4.24811,277.591,90.5176
SARS-CoV-2-XBB-N__IL-1alpha,SARS-CoV-2-XBB-N,IL-1alpha,2,./results/SARS-CoV-2-XBB-N__IL-1alpha/run1/structures/it1/water/SARS-CoV-2-XBB-N__IL-1alpha_9w.pdb,4,-96.34,3.5,-63.25,4.93,-330.9,43.81,3143.3,122.2,14.377,2.398,51.25,0,0,0,2307.977,129.996,199.272,11.447,-11.9,1.9E-09,24.5325,11.4141,-4.24742,258.617,14.6968
SARS-CoV-2-XBB-N__CCL28,SARS-CoV-2-XBB-N,CCL28,2,./results/SARS-CoV-2-XBB-N__CCL28/run1/structures/it1/water/SARS-CoV-2-XBB-N__CCL28_33w.pdb,4,-121.54,6.32,-62.84,6.35,-586.97,18.96,2932.2,74.4,28.008,5.972,53,0,0,0,3107.805,225.912,140.992,9.216,-14.6,1.9E-11,21.9041,7.09633,-4.24711,258.541,42.2178
SARS-CoV-2-P.1-N__CCL20,SARS-CoV-2-P.1-N,CCL20,5,./results/SARS-CoV-2-P.1-N__CCL20/run1/structures/it1/water/SARS-CoV-2-P.1-N__CCL20_109w.pdb,4,-109.29,10.48,-69.78,9.09,-395.11,46.95,2973.06,163.79,12.416,2.884,49,0,0,0,2404.828,185.233,160.918,20.524,-13.1,2.6E-10,20.0614,4.83841,-4.2411,242.304,16.056
SARS-CoV-2-B.1.1.529-N__CCL1,SARS-CoV-2-B.1.1.529-N,CCL1,3,./results/SARS-CoV-2-B.1.1.529-N__CCL1/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__CCL1_168w.pdb,4,-74.54,2.7,-50.54,3.18,-239.97,21,3220.02,91.85,22.113,1.482,50.5,0,0,0,1862.362,100.97,245.579,8.896,-9.2,1.7E-07,25.0424,6.83767,-4.23298,267.614,23.8353
SARS-CoV-2-XBB-N__IL-12p70,SARS-CoV-2-XBB-N,IL-12p70,20,./results/SARS-CoV-2-XBB-N__IL-12p70/run1/structures/it1/water/SARS-CoV-2-XBB-N__IL-12p70_27w.pdb,2,-129.55,6.84,-89.95,7.72,-396,8.78,5184.77,57.02,42.067,1.053,96.5,0,0,0,3508.74,19.48,391.39,10.616,-12,1.6E-09,25.0824,38.6448,-4.23101,263.741,39.912
SARS-CoV-N__CCL18,SARS-CoV-N,CCL18,1,./results/SARS-CoV-N__CCL18/run1/structures/it1/water/SARS-CoV-N__CCL18_79w.pdb,12,-95.49,10.84,-80.13,10.43,-153.56,34.3,2743.78,230.28,6.149,4.692,48.08,0,0,0,2598.171,154.609,169.682,23.088,-13.5,1.2E-10,25.8439,2.78316,-4.21752,272.78,2.32158
SARS-CoV-2-XBB-N__CCL4L1,SARS-CoV-2-XBB-N,CCL4L1,5,./results/SARS-CoV-2-XBB-N__CCL4L1/run1/structures/it1/water/SARS-CoV-2-XBB-N__CCL4L1_141w.pdb,4,-123.12,11.68,-105.74,8.2,-173.81,38.38,2547.35,88.79,-9.809,4.55,44.25,0,0,0,3277.483,233.489,104.421,17.292,-15.2,7.1E-12,25.8607,2.02708,-4.19973,277.458,33.3114
SARS-CoV-2-B.1.617.2-DeltaA-N__CCL11,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL11,1,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL11/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL11_102w.pdb,7,-82.91,10.64,-56.3,12.94,-266.11,48.09,2982.59,162.41,20.077,4.455,47.86,0,0,0,1998.91,129.953,208.816,21.911,-9.7,8.3E-08,25.0786,7.05407,-4.18547,248.079,25.3768
BANAL-20-52-N__IL-35,BANAL-20-52-N,IL-35,1,./results/BANAL-20-52-N__IL-35/run1/structures/it1/water/BANAL-20-52-N__IL-35_23w.pdb,5,-86.8,3.06,-68.94,2.92,-178.59,7.96,3942.64,346.95,0.84,1.637,70.2,0,0,0,3009.382,84.141,290.449,31.514,-12.7,4.9E-10,24.7813,20.7616,-4.1853,250.489,-10.3511
SARS-CoV-2-P.1-N__CXCL14,SARS-CoV-2-P.1-N,CXCL14,4,./results/SARS-CoV-2-P.1-N__CXCL14/run1/structures/it1/water/SARS-CoV-2-P.1-N__CXCL14_64w.pdb,4,-107.14,10.94,-69.19,9.77,-379.48,42.97,3042.04,99.27,12.346,2.429,51.5,0,0,0,2784.785,158.495,171.466,21.128,-12.5,6.3E-10,23.5752,4.68874,-4.16708,270.327,19.9066
SARS-CoV-N__CCL17,SARS-CoV-N,CCL17,5,./results/SARS-CoV-N__CCL17/run1/structures/it1/water/SARS-CoV-N__CCL17_132w.pdb,5,-77.18,9.09,-48.91,9.11,-282.63,53.72,3113.95,206.14,23.692,1.881,50.4,0,0,0,2241.19,157.994,229.647,17.193,-12,1.6E-09,26.2229,5.76323,-4.16662,276.685,17.2866
SARS-CoV-2-BA.4-N__CXCL14,SARS-CoV-2-BA.4-N,CXCL14,4,./results/SARS-CoV-2-BA.4-N__CXCL14/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CXCL14_171w.pdb,4,-109.74,9.46,-66.54,10.4,-432.02,12.71,3040.43,129.47,25.85,2.253,48.5,0,0,0,2608.653,28.535,176.952,6.912,-12,1.6E-09,24.9754,4.54705,-4.16413,277.617,15.8637
SARS-CoV-N__CX3CL1,SARS-CoV-N,CX3CL1,12,./results/SARS-CoV-N__CX3CL1/run1/structures/it1/water/SARS-CoV-N__CX3CL1_33w.pdb,2,-90.53,0.04,-59.61,0.09,-309.15,0.57,5623.53,131.65,22.35,0.944,84,0,0,0,2423.155,50.575,463.258,14.131,-8.8,3.4E-07,24.9259,131.039,-4.15815,264.698,561.049
SARS-CoV-2-B.1.1.529-N__CCL16,SARS-CoV-2-B.1.1.529-N,CCL16,6,./results/SARS-CoV-2-B.1.1.529-N__CCL16/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__CCL16_88w.pdb,4,-98.98,22.23,-73.82,21.12,-251.55,41.72,3118.32,137.35,7.568,3.151,52.25,0,0,0,2363.918,396.466,182.416,19.835,-11.7,2.5E-09,26.2132,4.1781,-4.15494,264.487,34.2913
SARS-CoV-2-BA.1.1-N__CCL3L1,SARS-CoV-2-BA.1.1-N,CCL3L1,4,./results/SARS-CoV-2-BA.1.1-N__CCL3L1/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CCL3L1_144w.pdb,5,-120.43,7.05,-92.84,5.08,-275.87,29.65,2922.17,183.9,19.759,2.901,47.4,0,0,0,2744.962,102.99,163.962,22.164,-14.9,1.2E-11,22.4102,4.56101,-4.12306,256.748,21.4821
SARS-CoV-2-B.1.1.529-N__IFNA2,SARS-CoV-2-B.1.1.529-N,IFNA2,3,./results/SARS-CoV-2-B.1.1.529-N__IFNA2/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__IFNA2_17w.pdb,4,-132.42,9.38,-88.36,12.16,-440.53,31.3,3174.85,148.53,23.931,5.982,56,0,0,0,3501.795,106.745,164.945,24.295,-12.7,4.7E-10,22.2004,13.3366,-4.11834,255.226,-23.2897
OC43-N__IL-17a,OC43-N,IL-17a,1,./results/OC43-N__IL-17a/run1/structures/it1/water/OC43-N__IL-17a_2w.pdb,6,-99.2,11.23,-69.36,13.53,-298.35,24.63,3739.28,458.71,-4.373,4.312,63.17,0,0,0,2740.172,291.112,231.231,52.113,-13.8,8E-11,30.0913,7.45679,-4.10744,290.005,52.8492
SARS-CoV-2-B.1.1.529-N__CCL13,SARS-CoV-2-B.1.1.529-N,CCL13,1,./results/SARS-CoV-2-B.1.1.529-N__CCL13/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__CCL13_117w.pdb,12,-98.69,9.86,-58.38,6.09,-403.06,71.6,3143.06,195.44,12.671,4.041,50.75,0,0,0,2339.056,163.354,187.98,19.735,-10.5,2.1E-08,24.9788,5.37075,-4.10138,257.376,18.4338
SARS-CoV-2-BA.2-N__CXCL1,SARS-CoV-2-BA.2-N,CXCL1,6,./results/SARS-CoV-2-BA.2-N__CXCL1/run1/structures/it1/water/SARS-CoV-2-BA.2-N__CXCL1_2w.pdb,6,-117.88,13.96,-81.47,10.9,-364.1,40.89,2894.41,296.18,10.841,2.433,46.5,0,0,0,2753.013,292.593,145.992,39.708,-12.3,1E-09,22.3232,4.43338,-4.07576,255.235,21.7382
SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL14,SARS-CoV-2-B.1.617.2-DeltaA-N,CXCL14,5,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL14/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL14_49w.pdb,5,-95.94,13.69,-57.79,12.79,-381.51,27.87,3074.68,130.54,24.541,2.727,50.4,0,0,0,2526.628,316.197,197.918,26.314,-11.5,4E-09,25.1436,5.18481,-4.0643,258.406,19.0352
SARS-CoV-2-B.1.1.529-N__CXCL7,SARS-CoV-2-B.1.1.529-N,CXCL7,2,./results/SARS-CoV-2-B.1.1.529-N__CXCL7/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__CXCL7_18w.pdb,6,-133.57,6.09,-97.74,7.5,-358.28,36.27,2634.87,324.48,11.517,3.036,46.33,0,0,0,3187.188,112.668,105.606,37.104,-15.7,3.2E-12,23.2985,3.99691,-4.06203,263.368,58.6752
SARS-CoV-2-BA.2-N__CCL25,SARS-CoV-2-BA.2-N,CCL25,2,./results/SARS-CoV-2-BA.2-N__CCL25/run1/structures/it1/water/SARS-CoV-2-BA.2-N__CCL25_95w.pdb,4,-75.9,5.69,-59.47,5.36,-164.24,31.9,3440.52,122.63,-3.832,7.86,54,0,0,0,2124.008,150.768,247.899,12.99,-9.9,5.8E-08,28.867,28.8706,-4.04918,279.1,99.4935
SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL1,SARS-CoV-2-B.1.617.2-DeltaA-N,CXCL1,3,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL1/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL1_135w.pdb,6,-113.73,19.08,-83.27,16.3,-304.61,63.07,2895.2,101.69,21.46,3.997,48.5,0,0,0,2630.33,233.847,166.782,30.751,-9.5,1.1E-07,29.4515,4.04084,-4.0423,294.346,28.2785
SARS-CoV-2-P.1-N__IFNlambda1,SARS-CoV-2-P.1-N,IFNlambda1,2,./results/SARS-CoV-2-P.1-N__IFNlambda1/run1/structures/it1/water/SARS-CoV-2-P.1-N__IFNlambda1_94w.pdb,5,-94.21,9.12,-61.19,5.63,-330.15,44.91,3470.08,228.06,18.924,5.283,63,0,0,0,2607.764,50.125,238.707,25.521,-11.2,6.6E-09,22.8264,8.5357,-4.04152,242.747,30.4407
SARS-CoV-2-B.1.351-N__CCL3L1,SARS-CoV-2-B.1.351-N,CCL3L1,5,./results/SARS-CoV-2-B.1.351-N__CCL3L1/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__CCL3L1_36w.pdb,6,-79.42,10.28,-60.76,6.97,-186.62,41.08,3170.62,183.69,6.346,3.677,49.17,0,0,0,2372.418,283.245,225.327,21.765,-12.3,1E-09,29.8172,4.4466,-4.03208,280.904,23.5645
RaTG13-N__CCL15,RaTG13-N,CCL15,3,./results/RaTG13-N__CCL15/run1/structures/it1/water/RaTG13-N__CCL15_44w.pdb,5,-122.61,8.36,-83.05,9.91,-395.56,54.9,2944.47,81.96,25.002,3.923,48.6,0,0,0,2802.774,206.264,157.287,13.113,-12.6,5.8E-10,23.7528,3.43778,-4.0233,260.526,41.9378
OC43-N__CXCL3,OC43-N,CXCL3,1,./results/OC43-N__CXCL3/run1/structures/it1/water/OC43-N__CXCL3_85w.pdb,8,-98.05,11.4,-67.38,9.91,-306.73,29.58,3387.53,165.83,17.718,4.431,51.62,0,0,0,2967.872,186.139,227.746,14.703,-12.9,3.3E-10,28.9132,5.42481,-4.01409,278.376,29.5017
OC43-N__CXCL13,OC43-N,CXCL13,9,./results/OC43-N__CXCL13/run1/structures/it1/water/OC43-N__CXCL13_34w.pdb,4,-74.71,7.25,-64.42,9.17,-102.86,21.47,3458.78,165.24,-11.605,2.798,54,0,0,0,2565.425,106.391,249.277,20.982,-12.2,1.1E-09,32.3809,5.99954,-4.00751,286.085,22.4504
SARS-CoV-2-BA.1.1-N__IL-1beta,SARS-CoV-2-BA.1.1-N,IL-1beta,3,./results/SARS-CoV-2-BA.1.1-N__IL-1beta/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__IL-1beta_198w.pdb,4,-78.74,8.2,-56.55,9.16,-221.92,12.98,3483.92,173.79,-2.105,1.731,57.75,0,0,0,2179.31,163.244,256.5,12.927,-9.7,7.4E-08,22.4318,9.97885,-4.00001,266.732,36.2884
SARS-CoV-N__TNFbeta,SARS-CoV-N,TNFbeta,3,./results/SARS-CoV-N__TNFbeta/run1/structures/it1/water/SARS-CoV-N__TNFbeta_84w.pdb,4,-76.47,4.01,-58.4,1.97,-180.72,33.39,3229.58,164.8,12.558,5.683,55.5,0,0,0,2488.682,107.307,240.977,14.167,-11.7,2.6E-09,27.3157,11.681,-3.99862,275.572,43.7202
MERS-CoV-N__CXCL9,MERS-CoV-N,CXCL9,2,./results/MERS-CoV-N__CXCL9/run1/structures/it1/water/MERS-CoV-N__CXCL9_55w.pdb,6,-90.55,19.29,-64.93,14.78,-256.22,63.62,3128.84,218.84,15.017,3.778,49.5,0,0,0,2263.755,252.602,211.73,36.529,-10.5,1.9E-08,34.1251,5.42379,-3.97177,282.222,54.505
