,n_protein,cytokine_protein,experiment_name,best_cluster,best_pdb_path,Nstruc,Evdw+0.1Eelec,Evdw+0.1Eelec_sd,Evdw,Evdw_sd,Eelec,Eelec_sd,Eair,Eair_sd,Edesolv,Edesolv_sd,AIRviol,AIRviol_sd,dihedviol,dihedviol_sd,BSA,BSA_sd,haddock-score,haddock-score_sd,prodigy_deltaG_kcalpermol,prodigy_dissociation_constant_M
627,SARS-CoV-2-BQ.1-N,CXCL16,SARS-CoV-2-BQ.1-N__CXCL16,1,./results/SARS-CoV-2-BQ.1-N__CXCL16/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__CXCL16_176w.pdb,3,-92.19,10.74,-75.61,15.52,-165.8,49.28,4318.24,281.63,-0.567,0.818,72.33,0.0,0.0,0.0,2949.1,347.745,335.204,32.1,-12.5,7.2e-10
628,RaTG13-N,CCL25,RaTG13-N__CCL25,17,./results/RaTG13-N__CCL25/run1/structures/it1/water/RaTG13-N__CCL25_17w.pdb,2,-109.23,9.82,-88.58,1.46,-206.46,112.83,3189.7,246.44,-32.804,5.082,50.0,0.0,0.0,0.0,2748.85,184.11,175.868,21.124,-10.6,1.6e-08
629,SARS-CoV-2-B.1.1.529-N,CXCL6,SARS-CoV-2-B.1.1.529-N__CXCL6,3,./results/SARS-CoV-2-B.1.1.529-N__CXCL6/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__CXCL6_186w.pdb,7,-95.76,14.21,-78.73,13.42,-170.29,18.62,2957.93,265.62,1.015,4.274,52.14,0.0,0.0,0.0,3013.053,208.756,184.018,27.824,-14.4,2.8e-11
630,SARS-CoV-N,IL-6Ralpha,SARS-CoV-N__IL-6Ralpha,7,./results/SARS-CoV-N__IL-6Ralpha/run1/structures/it1/water/SARS-CoV-N__IL-6Ralpha_72w.pdb,2,-96.85,8.46,-59.18,6.62,-376.72,18.39,5617.05,88.5,36.358,2.549,92.5,0.0,0.0,0.0,3376.425,140.875,463.539,16.595,-13.5,1.2e-10
631,SARS-CoV-2-BA.4-N,CXCL3,SARS-CoV-2-BA.4-N__CXCL3,3,./results/SARS-CoV-2-BA.4-N__CXCL3/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CXCL3_133w.pdb,6,-94.89,10.96,-83.16,9.17,-117.21,28.63,3055.01,94.87,-2.395,2.248,47.5,0.0,0.0,0.0,2552.19,238.93,196.5,22.651,-15.2,7.6e-12
632,RaTG13-N,IL-6,RaTG13-N__IL-6,3,./results/RaTG13-N__IL-6/run1/structures/it1/water/RaTG13-N__IL-6_46w.pdb,5,-116.71,18.81,-71.13,18.15,-455.8,82.33,3121.0,255.29,20.332,2.921,53.4,0.0,0.0,0.0,3224.17,390.794,170.143,43.573,-13.5,1.2e-10
633,SARS-CoV-2-XBB-N,IFNomega,SARS-CoV-2-XBB-N__IFNomega,3,./results/SARS-CoV-2-XBB-N__IFNomega/run1/structures/it1/water/SARS-CoV-2-XBB-N__IFNomega_58w.pdb,4,-104.75,13.29,-75.64,14.35,-291.11,13.68,3432.83,390.76,3.714,3.384,59.75,0.0,0.0,0.0,2565.96,122.727,213.135,53.028,-14.7,1.7e-11
634,RaTG13-N,IL-17a,RaTG13-N__IL-17a,1,./results/RaTG13-N__IL-17a/run1/structures/it1/water/RaTG13-N__IL-17a_193w.pdb,10,-119.48,14.43,-82.03,14.25,-374.5,65.91,3159.41,81.84,3.362,4.847,53.7,0.0,0.0,0.0,3146.2,266.831,162.368,20.257,-13.8,7.3e-11
635,SARS-CoV-2-XBB-N,IFNA2,SARS-CoV-2-XBB-N__IFNA2,1,./results/SARS-CoV-2-XBB-N__IFNA2/run1/structures/it1/water/SARS-CoV-2-XBB-N__IFNA2_104w.pdb,4,-71.28,7.26,-48.35,11.56,-229.31,57.85,3533.0,175.36,18.67,2.982,58.75,0.0,0.0,0.0,2206.495,117.898,277.755,19.508,-11.6,3e-09
636,SARS-CoV-2-B.1.351-N,IL-6,SARS-CoV-2-B.1.351-N__IL-6,1,./results/SARS-CoV-2-B.1.351-N__IL-6/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__IL-6_136w.pdb,8,-73.62,9.48,-45.34,5.89,-282.87,70.09,3566.34,194.23,12.668,1.205,58.88,0.0,0.0,0.0,2387.289,104.57,265.363,24.788,-9.7,8e-08
637,MERS-CoV-N,CCL26,MERS-CoV-N__CCL26,7,./results/MERS-CoV-N__CCL26/run1/structures/it1/water/MERS-CoV-N__CCL26_188w.pdb,4,-103.71,10.35,-94.07,10.16,-96.42,65.82,2934.97,213.55,-15.084,3.646,44.25,0.0,0.0,0.0,2858.24,187.19,165.064,10.938,-13.4,1.6e-10
638,SARS-CoV-2-B.1.1.7-N,CCL21,SARS-CoV-2-B.1.1.7-N__CCL21,1,./results/SARS-CoV-2-B.1.1.7-N__CCL21/run1/structures/it1/water/SARS-CoV-2-B.1.1.7-N__CCL21_39w.pdb,4,-107.08,4.05,-65.75,4.04,-413.28,27.6,3448.13,224.48,23.638,1.624,54.0,0.0,0.0,0.0,2409.108,107.323,220.045,22.108,-10.5,2.1e-08
639,SARS-CoV-2-B.1.351-N,CCL5,SARS-CoV-2-B.1.351-N__CCL5,4,./results/SARS-CoV-2-B.1.351-N__CCL5/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__CCL5_196w.pdb,7,-89.31,4.68,-74.95,6.69,-143.64,44.26,2952.15,135.27,-3.366,2.357,48.71,0.0,0.0,0.0,2422.164,71.827,188.171,13.904,-12.0,1.5e-09
640,SARS-CoV-2-XBB-N,CCL7,SARS-CoV-2-XBB-N__CCL7,3,./results/SARS-CoV-2-XBB-N__CCL7/run1/structures/it1/water/SARS-CoV-2-XBB-N__CCL7_197w.pdb,5,-78.92,5.3,-48.6,4.83,-303.11,31.76,3136.24,228.18,22.076,2.894,48.6,0.0,0.0,0.0,1718.138,127.093,226.474,26.14,-8.8,3.6e-07
641,SARS-CoV-2-P.1-N,CCL23,SARS-CoV-2-P.1-N__CCL23,18,./results/SARS-CoV-2-P.1-N__CCL23/run1/structures/it1/water/SARS-CoV-2-P.1-N__CCL23_16w.pdb,2,-132.5,18.22,-100.83,18.75,-316.68,5.28,2954.16,258.49,22.884,1.441,52.5,0.0,0.0,0.0,3728.61,270.17,154.134,44.98,-16.6,6.9e-13
642,SARS-CoV-2-BA.4-N,CX3CL1,SARS-CoV-2-BA.4-N__CX3CL1,4,./results/SARS-CoV-2-BA.4-N__CX3CL1/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CX3CL1_10w.pdb,2,-85.26,7.15,-68.51,3.71,-167.53,34.36,5803.81,166.18,4.664,2.46,90.0,0.0,0.0,0.0,3022.33,183.99,483.031,29.665,-12.0,1.7e-09
643,MERS-CoV-N,CXCL1,MERS-CoV-N__CXCL1,10,./results/MERS-CoV-N__CXCL1/run1/structures/it1/water/MERS-CoV-N__CXCL1_27w.pdb,4,-111.28,10.43,-70.59,9.66,-406.85,36.77,2793.91,145.2,28.963,4.549,41.75,0.0,0.0,0.0,2811.142,86.769,156.395,24.163,-11.1,7.2e-09
644,SARS-CoV-2-BA.1.1-N,CCL24,SARS-CoV-2-BA.1.1-N__CCL24,3,./results/SARS-CoV-2-BA.1.1-N__CCL24/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CCL24_153w.pdb,5,-115.99,10.83,-77.65,8.84,-383.35,45.05,2791.05,210.47,30.683,5.048,49.0,0.0,0.0,0.0,3138.818,213.689,155.466,13.746,-12.7,5e-10
645,SARS-CoV-2-B.1.1-N,CCL3L1,SARS-CoV-2-B.1.1-N__CCL3L1,4,./results/SARS-CoV-2-B.1.1-N__CCL3L1/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__CCL3L1_92w.pdb,4,-90.55,19.67,-66.01,14.12,-245.39,56.27,2876.17,260.69,2.014,2.609,45.25,0.0,0.0,0.0,2102.948,247.913,174.544,41.119,-10.8,1.1e-08
646,SARS-CoV-2-P.1-N,CCL4L1,SARS-CoV-2-P.1-N__CCL4L1,7,./results/SARS-CoV-2-P.1-N__CCL4L1/run1/structures/it1/water/SARS-CoV-2-P.1-N__CCL4L1_48w.pdb,4,-111.42,16.46,-90.15,11.37,-212.76,60.71,2698.92,163.32,-3.856,3.493,46.5,0.0,0.0,0.0,2852.855,235.021,133.337,20.666,-15.7,2.8e-12
647,SARS-CoV-2-XBB-N,CXCL8,SARS-CoV-2-XBB-N__CXCL8,5,./results/SARS-CoV-2-XBB-N__CXCL8/run1/structures/it1/water/SARS-CoV-2-XBB-N__CXCL8_17w.pdb,4,-111.69,10.11,-92.41,7.66,-192.85,51.92,2589.81,92.74,12.191,3.181,45.25,0.0,0.0,0.0,2710.308,136.506,140.192,20.386,-13.5,1.2e-10
648,SARS-CoV-2-BA.2-N,CXCL8,SARS-CoV-2-BA.2-N__CXCL8,6,./results/SARS-CoV-2-BA.2-N__CXCL8/run1/structures/it1/water/SARS-CoV-2-BA.2-N__CXCL8_140w.pdb,4,-79.56,17.75,-56.4,14.78,-231.6,36.51,2973.28,133.25,11.605,1.701,51.5,0.0,0.0,0.0,2435.435,229.69,206.21,17.181,-12.6,6.1e-10
649,SARS-CoV-2-BA.2-N,IFNlambda1,SARS-CoV-2-BA.2-N__IFNlambda1,1,./results/SARS-CoV-2-BA.2-N__IFNlambda1/run1/structures/it1/water/SARS-CoV-2-BA.2-N__IFNlambda1_19w.pdb,5,-78.8,10.31,-54.21,12.31,-245.85,38.73,3432.76,243.37,17.955,0.965,59.4,0.0,0.0,0.0,2456.164,102.398,257.85,33.707,-12.3,8.7e-10
650,SARS-CoV-2-P.1-N,CCL11,SARS-CoV-2-P.1-N__CCL11,1,./results/SARS-CoV-2-P.1-N__CCL11/run1/structures/it1/water/SARS-CoV-2-P.1-N__CCL11_60w.pdb,5,-86.35,10.07,-59.06,11.26,-272.97,29.34,2959.9,218.2,18.827,3.756,48.4,0.0,0.0,0.0,2169.754,171.008,201.165,22.815,-10.4,2.5e-08
651,OC43-N,IL-6,OC43-N__IL-6,3,./results/OC43-N__IL-6/run1/structures/it1/water/OC43-N__IL-6_61w.pdb,4,-91.84,2.37,-61.6,2.51,-302.38,11.57,3548.62,168.68,14.175,2.547,60.25,0.0,0.0,0.0,2818.222,168.45,246.959,14.725,-12.9,3.7e-10
652,SARS-CoV-2-WA1-N,CCL28,SARS-CoV-2-WA1-N__CCL28,1,./results/SARS-CoV-2-WA1-N__CCL28/run1/structures/it1/water/SARS-CoV-2-WA1-N__CCL28_200w.pdb,5,-101.78,23.27,-68.88,21.83,-328.96,56.95,3080.49,246.17,15.271,4.16,52.0,0.0,0.0,0.0,2908.144,496.331,198.177,39.404,-16.1,1.4e-12
653,SARS-CoV-2-WA1-N,CCL13,SARS-CoV-2-WA1-N__CCL13,4,./results/SARS-CoV-2-WA1-N__CCL13/run1/structures/it1/water/SARS-CoV-2-WA1-N__CCL13_94w.pdb,4,-93.54,10.86,-76.92,7.46,-166.22,51.65,3189.78,277.96,-8.602,4.226,51.75,0.0,0.0,0.0,2872.558,259.295,200.213,28.931,-12.8,4.3e-10
654,SARS-CoV-2-BQ.1-N,CCL21,SARS-CoV-2-BQ.1-N__CCL21,14,./results/SARS-CoV-2-BQ.1-N__CCL21/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__CCL21_192w.pdb,2,-104.95,22.12,-80.03,16.55,-249.15,55.63,3361.08,135.26,11.151,1.883,56.0,0.0,0.0,0.0,3004.77,441.43,217.394,12.271,-15.0,9.5e-12
655,SARS-CoV-2-BA.2-N,CCL3L1,SARS-CoV-2-BA.2-N__CCL3L1,2,./results/SARS-CoV-2-BA.2-N__CCL3L1/run1/structures/it1/water/SARS-CoV-2-BA.2-N__CCL3L1_92w.pdb,15,-94.71,8.96,-78.69,7.64,-160.2,23.64,2993.12,177.66,-11.032,1.844,48.27,0.0,0.0,0.0,2461.074,92.054,177.552,18.391,-14.1,4.6e-11
656,OC43-N,INFbeta,OC43-N__INFbeta,5,./results/OC43-N__INFbeta/run1/structures/it1/water/OC43-N__INFbeta_112w.pdb,5,-105.53,5.36,-72.84,8.3,-326.86,34.85,3605.76,53.8,5.136,1.92,61.6,0.0,0.0,0.0,3407.76,66.573,227.496,3.225,-11.1,6.6e-09
657,OC43-N,CXCL7,OC43-N__CXCL7,2,./results/OC43-N__CXCL7/run1/structures/it1/water/OC43-N__CXCL7_99w.pdb,7,-96.08,4.99,-70.89,6.25,-251.89,63.97,3417.33,317.05,-2.353,4.449,58.14,0.0,0.0,0.0,2666.819,148.677,213.492,26.91,-14.9,1.3e-11
658,SARS-CoV-2-B.1.1.7-N,CCL3,SARS-CoV-2-B.1.1.7-N__CCL3,4,./results/SARS-CoV-2-B.1.1.7-N__CCL3/run1/structures/it1/water/SARS-CoV-2-B.1.1.7-N__CCL3_87w.pdb,5,-97.67,18.76,-76.53,14.92,-211.37,59.69,2862.82,77.62,13.32,4.858,47.2,0.0,0.0,0.0,2358.872,311.43,180.798,29.661,-12.6,6.1e-10
659,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL20,SARS-CoV-2-B.1.617.2-DeltaA-N__CCL20,5,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL20/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL20_164w.pdb,4,-91.11,7.1,-76.08,6.1,-150.36,29.2,3049.82,104.39,-1.124,2.636,50.25,0.0,0.0,0.0,2221.575,60.374,193.206,7.957,-11.1,7.8e-09
660,SARS-CoV-2-WA1-N,IL-13,SARS-CoV-2-WA1-N__IL-13,1,./results/SARS-CoV-2-WA1-N__IL-13/run1/structures/it1/water/SARS-CoV-2-WA1-N__IL-13_104w.pdb,8,-89.05,7.52,-74.84,7.19,-142.03,19.59,3299.09,52.97,4.568,3.153,54.75,0.0,0.0,0.0,2200.673,199.791,231.228,10.236,-12.6,6e-10
661,RaTG13-N,CXCL6,RaTG13-N__CXCL6,1,./results/RaTG13-N__CXCL6/run1/structures/it1/water/RaTG13-N__CXCL6_36w.pdb,6,-100.57,12.29,-78.18,10.83,-223.94,23.43,2869.57,252.95,8.165,4.75,49.5,0.0,0.0,0.0,2705.618,165.613,172.153,32.521,-12.0,1.6e-09
662,SARS-CoV-2-B.1.1.529-N,CCL24,SARS-CoV-2-B.1.1.529-N__CCL24,1,./results/SARS-CoV-2-B.1.1.529-N__CCL24/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__CCL24_37w.pdb,4,-95.49,7.41,-68.13,8.4,-273.59,15.52,2944.21,351.86,6.758,2.748,54.25,0.0,0.0,0.0,2863.197,315.741,178.334,41.882,-15.0,9.4e-12
663,BANAL-20-52-N,CCL23,BANAL-20-52-N__CCL23,2,./results/BANAL-20-52-N__CCL23/run1/structures/it1/water/BANAL-20-52-N__CCL23_165w.pdb,4,-84.44,21.53,-55.93,17.14,-285.16,55.1,3413.68,284.23,13.34,3.503,58.5,0.0,0.0,0.0,2708.262,462.781,241.75,39.394,-12.5,6.4e-10
664,SARS-CoV-2-B.1.1.7-N,CCL28,SARS-CoV-2-B.1.1.7-N__CCL28,2,./results/SARS-CoV-2-B.1.1.7-N__CCL28/run1/structures/it1/water/SARS-CoV-2-B.1.1.7-N__CCL28_3w.pdb,5,-114.11,11.57,-74.48,11.8,-396.3,38.38,2756.51,225.73,25.08,3.212,49.4,0.0,0.0,0.0,2908.65,85.668,146.99,34.824,-12.3,8.9e-10
665,MERS-CoV-N,IL-13,MERS-CoV-N__IL-13,7,./results/MERS-CoV-N__IL-13/run1/structures/it1/water/MERS-CoV-N__IL-13_113w.pdb,4,-96.2,6.38,-74.27,5.5,-219.34,21.89,3162.54,95.44,12.729,2.129,48.0,0.0,0.0,0.0,2491.338,233.707,210.844,13.952,-14.7,1.7e-11
666,SARS-CoV-2-P.1-N,CCL19,SARS-CoV-2-P.1-N__CCL19,3,./results/SARS-CoV-2-P.1-N__CCL19/run1/structures/it1/water/SARS-CoV-2-P.1-N__CCL19_55w.pdb,6,-83.46,8.9,-59.98,10.12,-234.79,50.7,2591.92,156.71,16.787,3.911,42.67,0.0,0.0,0.0,2215.872,177.297,169.043,14.564,-11.5,3.5e-09
667,SARS-CoV-2-WA1-N,CCL16,SARS-CoV-2-WA1-N__CCL16,15,./results/SARS-CoV-2-WA1-N__CCL16/run1/structures/it1/water/SARS-CoV-2-WA1-N__CCL16_76w.pdb,2,-127.88,5.19,-109.82,1.39,-180.59,38.02,3223.42,40.65,-0.718,3.803,55.5,0.0,0.0,0.0,3509.265,93.475,175.684,9.258,-14.3,3.5e-11
668,SARS-CoV-2-B.1.617.2-DeltaA-N,CXCL13,SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL13,4,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL13/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL13_131w.pdb,4,-93.86,9.04,-73.86,6.97,-199.98,90.33,3309.97,90.7,9.295,4.273,53.75,0.0,0.0,0.0,2530.2,162.698,222.219,12.207,-11.1,7.1e-09
669,SARS-CoV-2-BA.1.1-N,IFNgamma,SARS-CoV-2-BA.1.1-N__IFNgamma,3,./results/SARS-CoV-2-BA.1.1-N__IFNgamma/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__IFNgamma_11w.pdb,4,-86.11,9.19,-53.15,8.35,-329.57,15.55,3455.18,167.11,7.001,1.057,57.75,0.0,0.0,0.0,2490.097,74.513,228.175,16.462,-8.8,3.6e-07
670,SARS-CoV-2-B.1.351-N,CCL11,SARS-CoV-2-B.1.351-N__CCL11,3,./results/SARS-CoV-2-B.1.351-N__CCL11/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__CCL11_62w.pdb,6,-103.8,11.7,-83.61,9.94,-201.9,40.43,3236.71,164.59,-2.971,3.194,51.17,0.0,0.0,0.0,2794.367,208.291,196.71,23.357,-13.5,1.2e-10
671,SARS-CoV-2-XBB-N,CCL16,SARS-CoV-2-XBB-N__CCL16,1,./results/SARS-CoV-2-XBB-N__CCL16/run1/structures/it1/water/SARS-CoV-2-XBB-N__CCL16_187w.pdb,13,-91.0,9.6,-65.89,10.12,-251.08,22.61,2904.14,375.56,15.492,3.451,47.62,0.0,0.0,0.0,2646.992,202.46,189.801,39.44,-7.8,1.9e-06
672,SARS-CoV-2-WA1-N,CXCL14,SARS-CoV-2-WA1-N__CXCL14,3,./results/SARS-CoV-2-WA1-N__CXCL14/run1/structures/it1/water/SARS-CoV-2-WA1-N__CXCL14_105w.pdb,8,-93.9,14.56,-71.31,13.43,-225.95,46.73,2936.61,102.7,4.019,4.756,50.88,0.0,0.0,0.0,2749.547,258.573,177.757,19.704,-12.8,4.3e-10
673,BANAL-20-52-N,CXCL11,BANAL-20-52-N__CXCL11,5,./results/BANAL-20-52-N__CXCL11/run1/structures/it1/water/BANAL-20-52-N__CXCL11_165w.pdb,4,-128.42,22.86,-104.59,25.69,-238.32,84.2,2629.83,180.84,5.824,4.708,44.25,0.0,0.0,0.0,3086.737,339.971,116.55,38.512,-13.5,1.2e-10
674,SARS-CoV-N,CCL16,SARS-CoV-N__CCL16,4,./results/SARS-CoV-N__CCL16/run1/structures/it1/water/SARS-CoV-N__CCL16_15w.pdb,5,-129.26,9.95,-88.1,7.11,-411.6,44.35,2883.75,189.99,22.56,4.909,50.2,0.0,0.0,0.0,3311.118,244.917,140.519,23.177,-13.9,5.9e-11
675,SARS-CoV-2-B.1.1-N,CCL23,SARS-CoV-2-B.1.1-N__CCL23,4,./results/SARS-CoV-2-B.1.1-N__CCL23/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__CCL23_27w.pdb,4,-101.06,13.56,-63.52,4.0,-375.37,98.31,3100.57,194.91,4.797,7.549,55.0,0.0,0.0,0.0,2673.52,297.567,176.256,36.188,-13.5,1.2e-10
676,SARS-CoV-2-P.1-N,CCL22,SARS-CoV-2-P.1-N__CCL22,1,./results/SARS-CoV-2-P.1-N__CCL22/run1/structures/it1/water/SARS-CoV-2-P.1-N__CCL22_175w.pdb,11,-110.76,11.26,-58.18,7.75,-525.82,78.77,2982.95,164.92,26.623,2.836,48.64,0.0,0.0,0.0,2575.381,107.8,161.577,20.608,-14.8,1.3e-11
677,SARS-CoV-2-B.1.1.529-N,CCL16,SARS-CoV-2-B.1.1.529-N__CCL16,6,./results/SARS-CoV-2-B.1.1.529-N__CCL16/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__CCL16_88w.pdb,4,-98.98,22.23,-73.82,21.12,-251.55,41.72,3118.32,137.35,7.568,3.151,52.25,0.0,0.0,0.0,2363.918,396.466,182.416,19.835,-11.7,2.5e-09
678,SARS-CoV-2-B.1.1.529-N,CCL17,SARS-CoV-2-B.1.1.529-N__CCL17,1,./results/SARS-CoV-2-B.1.1.529-N__CCL17/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__CCL17_80w.pdb,6,-77.78,6.41,-63.33,4.67,-144.47,43.12,3089.78,105.26,14.95,4.507,48.67,0.0,0.0,0.0,2083.772,92.11,231.702,14.134,-12.2,1.2e-09
679,SARS-CoV-2-B.1.1-N,CCL20,SARS-CoV-2-B.1.1-N__CCL20,2,./results/SARS-CoV-2-B.1.1-N__CCL20/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__CCL20_76w.pdb,7,-87.23,8.63,-64.85,9.45,-223.84,36.56,3074.16,191.5,7.441,3.52,49.0,0.0,0.0,0.0,2085.914,121.041,205.242,21.995,-11.7,2.4e-09
680,SARS-CoV-2-B.1.351-N,CXCL2,SARS-CoV-2-B.1.351-N__CXCL2,3,./results/SARS-CoV-2-B.1.351-N__CXCL2/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__CXCL2_58w.pdb,6,-106.01,2.61,-66.89,3.64,-391.28,39.7,3250.86,92.11,14.532,2.803,50.0,0.0,0.0,0.0,2581.608,41.518,194.476,10.407,-12.0,1.7e-09
681,SARS-CoV-2-BA.4-N,CCL16,SARS-CoV-2-BA.4-N__CCL16,2,./results/SARS-CoV-2-BA.4-N__CCL16/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CCL16_7w.pdb,4,-93.32,8.12,-70.22,7.51,-231.06,56.05,2844.99,112.38,-2.788,3.709,48.5,0.0,0.0,0.0,2779.347,187.647,165.282,20.711,-11.6,3.1e-09
682,SARS-CoV-2-XBB-N,CXCL5,SARS-CoV-2-XBB-N__CXCL5,6,./results/SARS-CoV-2-XBB-N__CXCL5/run1/structures/it1/water/SARS-CoV-2-XBB-N__CXCL5_75w.pdb,4,-119.06,13.42,-90.6,9.4,-284.6,52.66,2682.87,151.94,13.11,2.382,48.25,0.0,0.0,0.0,2896.257,248.584,133.878,30.464,-12.3,8.9e-10
683,OC43-N,IFNgamma,OC43-N__IFNgamma,4,./results/OC43-N__IFNgamma/run1/structures/it1/water/OC43-N__IFNgamma_70w.pdb,5,-88.97,2.72,-68.24,3.74,-207.33,14.0,3902.52,147.89,8.807,1.858,63.8,0.0,0.0,0.0,3089.676,49.581,289.353,15.791,-8.6,4.8e-07
684,SARS-CoV-2-B.1.351-N,CCL16,SARS-CoV-2-B.1.351-N__CCL16,5,./results/SARS-CoV-2-B.1.351-N__CCL16/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__CCL16_5w.pdb,6,-105.5,10.0,-86.64,8.46,-188.64,23.69,2848.05,228.91,7.951,2.21,50.0,0.0,0.0,0.0,3028.622,176.454,168.388,30.678,-15.8,2.8e-12
685,SARS-CoV-2-WA1-N,CCL19,SARS-CoV-2-WA1-N__CCL19,7,./results/SARS-CoV-2-WA1-N__CCL19/run1/structures/it1/water/SARS-CoV-2-WA1-N__CCL19_78w.pdb,5,-104.71,7.61,-77.05,6.11,-276.61,27.11,3045.08,102.19,21.703,3.049,51.0,0.0,0.0,0.0,2729.65,183.072,193.843,19.288,-15.1,8.2e-12
686,RaTG13-N,CCL5,RaTG13-N__CCL5,6,./results/RaTG13-N__CCL5/run1/structures/it1/water/RaTG13-N__CCL5_11w.pdb,4,-106.22,13.93,-81.91,10.66,-243.09,45.47,2786.43,165.46,5.037,4.531,45.75,0.0,0.0,0.0,2513.96,214.772,153.156,37.233,-13.4,1.6e-10
687,RaTG13-N,CCL4L1,RaTG13-N__CCL4L1,2,./results/RaTG13-N__CCL4L1/run1/structures/it1/water/RaTG13-N__CCL4L1_175w.pdb,10,-115.59,17.51,-97.45,16.41,-181.36,47.01,2677.08,141.52,-19.09,5.357,45.6,0.0,0.0,0.0,2934.459,337.255,114.892,21.647,-16.1,1.6e-12
688,SARS-CoV-N,CXCL9,SARS-CoV-N__CXCL9,1,./results/SARS-CoV-N__CXCL9/run1/structures/it1/water/SARS-CoV-N__CXCL9_72w.pdb,6,-75.97,6.27,-47.29,5.41,-286.83,33.09,2838.22,169.81,23.879,2.023,47.83,0.0,0.0,0.0,2133.268,84.119,203.047,21.04,-10.1,3.7e-08
689,SARS-CoV-2-WA1-N,IFNA2,SARS-CoV-2-WA1-N__IFNA2,1,./results/SARS-CoV-2-WA1-N__IFNA2/run1/structures/it1/water/SARS-CoV-2-WA1-N__IFNA2_68w.pdb,4,-75.11,7.46,-38.45,7.93,-366.61,16.52,3742.63,104.61,13.927,3.131,61.5,0.0,0.0,0.0,2395.41,26.921,276.414,18.545,-11.3,5e-09
690,BANAL-20-52-N,CCL7,BANAL-20-52-N__CCL7,3,./results/BANAL-20-52-N__CCL7/run1/structures/it1/water/BANAL-20-52-N__CCL7_10w.pdb,4,-96.58,4.72,-70.09,4.0,-264.9,19.62,2891.53,190.98,16.216,2.648,47.25,0.0,0.0,0.0,2318.113,76.918,182.299,25.362,-11.8,2.2e-09
691,SARS-CoV-N,CCL15,SARS-CoV-N__CCL15,9,./results/SARS-CoV-N__CCL15/run1/structures/it1/water/SARS-CoV-N__CCL15_55w.pdb,5,-98.16,8.4,-67.36,5.25,-308.0,65.58,3033.19,140.04,7.478,4.392,49.6,0.0,0.0,0.0,2629.12,161.629,181.841,17.52,-12.6,5.3e-10
692,SARS-CoV-2-B.1.1.7-N,CCL15,SARS-CoV-2-B.1.1.7-N__CCL15,2,./results/SARS-CoV-2-B.1.1.7-N__CCL15/run1/structures/it1/water/SARS-CoV-2-B.1.1.7-N__CCL15_195w.pdb,5,-95.38,4.75,-68.01,3.6,-273.72,21.3,3078.82,23.81,1.162,2.493,52.0,0.0,0.0,0.0,2222.966,69.345,186.288,5.142,-10.7,1.5e-08
693,MERS-CoV-N,CCL17,MERS-CoV-N__CCL17,1,./results/MERS-CoV-N__CCL17/run1/structures/it1/water/MERS-CoV-N__CCL17_11w.pdb,6,-109.45,7.22,-72.42,5.15,-370.31,42.1,2827.73,220.84,19.687,2.543,39.17,0.0,0.0,0.0,2870.545,131.842,155.981,22.261,-14.4,2.6e-11
694,BANAL-20-52-N,IL-10,BANAL-20-52-N__IL-10,4,./results/BANAL-20-52-N__IL-10/run1/structures/it1/water/BANAL-20-52-N__IL-10_85w.pdb,4,-84.26,3.9,-58.86,2.39,-253.93,34.43,3353.65,68.22,22.302,2.754,59.25,0.0,0.0,0.0,2318.933,77.278,248.016,11.053,-12.7,4.8e-10
695,SARS-CoV-2-B.1.1-N,IFNA2,SARS-CoV-2-B.1.1-N__IFNA2,3,./results/SARS-CoV-2-B.1.1-N__IFNA2/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__IFNA2_106w.pdb,7,-97.17,8.76,-68.36,7.21,-288.1,48.46,3167.85,173.53,5.628,2.899,53.29,0.0,0.0,0.0,2695.13,176.6,196.429,21.734,-12.0,1.6e-09
