experiment_name,n_protein,cytokine_protein,haddock_best_cluster,haddock_best_pdb_path,haddock_Nstruc,haddock_Evdw+0.1Eelec,haddock_Evdw+0.1Eelec_sd,haddock_Evdw,haddock_Evdw_sd,haddock_Eelec,haddock_Eelec_sd,haddock_Eair,Eair_sd,haddock_Edesolv,haddock_Edesolv_sd,haddock_AIRviol,haddock_AIRviol_sd,haddock_dihedviol,haddock_dihedviol_sd,haddock_BSA,haddock_BSA_sd,haddock-score,haddock-score_sd,haddock_prodigy_deltaG_kcalpermol,haddock_prodigy_dissociation_constant_M,haddock_foldx_intraclashes_group1,haddock_foldx_intraclashes_group2,haddock_foldx_deltaG_kcalpermol,haddock_foldx_stability_group1,haddock_foldx_stability_group2,cytokine_class,dist_from_SARS-CoV-2-WA1-N_A,af2_experiment_name,af2_best_model_pred,af2_iptm+ptm,af2_gdock,af2_total_score,af2_negative_energy,af2_Group1,af2_Group2,af2_IntraclashesGroup1,af2_IntraclashesGroup2,af2_foldx_dG,af2_Backbone Hbond,af2_Sidechain Hbond,af2_Van der Waals,af2_Electrostatics,af2_Solvation Polar,af2_Solvation Hydrophobic,af2_Van der Waals clashes,af2_entropy sidechain,af2_entropy mainchain,af2_sloop_entropy,af2_mloop_entropy,af2_cis_bond,af2_torsional clash,af2_backbone clash,af2_helix dipole,af2_water bridge,af2_disulfide,af2_electrostatic kon,af2_partial covalent bonds,af2_energy Ionisation,af2_Entropy Complex,af2_Number of Residues,af2_Interface Residues,af2_Interface Residues Clashing,af2_Interface Residues VdW Clashing,af2_Interface Residues BB Clashing,af2_wet_hit,af2_best_pdb_path,af2_prodigy_deltaG_kcalpermol,af2_prodigy_dissociation_constant_M,wa1_wet_hit,oc43_wet_hit,wet_hit
MERS-CoV-N__IL-6Ralpha,MERS-CoV-N,IL-6Ralpha,12,./results/MERS-CoV-N__IL-6Ralpha/run1/structures/it1/water/MERS-CoV-N__IL-6Ralpha_57w.pdb,2,-106.43,16,-69.87,16.89,-365.54,8.87,5565.03,40.72,11.383,4.157,87,0,0,0,3428.57,241.54,424.905,6.885,-16.3,1e-12,34.4277,48.0486,-4.73031,285.34,205.709,Interleukin,0.6914016023344134,MERS-CoV-N__IL-6Ralpha,model_5_multimer_v3_pred_0,0.287052302,0.958319845540672,1.24537214779104,FALSE,A,B,33.6517,43.9366,6.51177,-4.60186,-12.5519,-35.3208,-2.75098,52.3669,-43.7166,23.2913,16.9292,12.7948,0,0,-8.88e-16,1.00097,15.1044,-0.0703564,0,0,-0.862232,0,0.00328212,2.384,860,92,3,2,3,FALSE,./best_AF2_and_GDock/MERS-CoV-N_IL-6Ralpha_relaxed_model_5_multimer_v3_pred_0.pdb,-15.9,2.2e-12,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-XBB-N__XCL1,SARS-CoV-2-XBB-N,XCL1,1,./results/SARS-CoV-2-XBB-N__XCL1/run1/structures/it1/water/SARS-CoV-2-XBB-N__XCL1_81w.pdb,7,-118.12,18.21,-90.67,15.61,-274.57,39.02,3034.28,150.64,21.632,2.619,53.29,0,0,0,3306.53,365.411,179.481,23.186,-11.4,4.1e-9,21.8927,5.86335,-4.71386,252.197,49.5075,γ-Chemokine,0.10963225241337865,SARS-CoV-2-XBB-N__XCL1,model_3_multimer_v3_pred_4,0.190072969,0.965864758473491,1.15593772787801,FALSE,A,B,31.3031,10.1848,7.28076,-4.09664,-9.12825,-25.8146,-0.588196,38.0213,-33.2804,10.6692,15.324,14.6806,0,0,0,2.10117,12.765,-0.0542791,0,0,-0.559583,0,0.00642701,2.384,509,58,8,4,4,FALSE,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_XCL1_relaxed_model_3_multimer_v3_pred_4.pdb,-13.1,2.6e-10,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-B.1.1.529-N__CCL4,SARS-CoV-2-B.1.1.529-N,CCL4,1,./results/SARS-CoV-2-B.1.1.529-N__CCL4/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__CCL4_110w.pdb,9,-101.54,5.16,-76.36,4.95,-251.77,27.49,3087.64,140.73,15.773,4.086,48.78,0,0,0,2430.542,114.621,197.824,15.465,-11.8,2.3e-9,25.7491,5.87863,-4.69704,282.362,14.533,β-Chemokine,0.08492077756084468,SARS-CoV-2-B.1.1.529-N__CCL4,model_4_multimer_v3_pred_0,0.634751852,0.883461483265866,1.51821333490568,TRUE,A,B,16.5205,2.41873,-20.3243,-5.92172,-11.2545,-23.3115,-8.22528,36.9146,-27.8292,4.13778,10.5528,6.48638,0,0,0,0.184096,5.74264,0.0536893,0,0,-2.11137,0,0,2.384,485,75,0,0,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_CCL4_relaxed_model_4_multimer_v3_pred_0.pdb,-12.2,1.1e-9,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BQ.1-N__CCL15,SARS-CoV-2-BQ.1-N,CCL15,3,./results/SARS-CoV-2-BQ.1-N__CCL15/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__CCL15_102w.pdb,6,-104.58,6.71,-69.88,4.84,-346.95,35.37,3273.26,90.95,22.919,3.531,50.33,0,0,0,2863.862,105.711,210.976,11.024,-13.4,1.6e-10,31.0831,4.61968,-4.69458,266.037,36.2509,β-Chemokine,0.10963225241337865,SARS-CoV-2-BQ.1-N__CCL15,model_1_multimer_v3_pred_1,0.173310293,0.9601054966129,1.13341578958728,FALSE,A,B,33.4202,14.6828,5.9474,-0.718791,-3.34594,-16.3542,-0.792282,25.4102,-22.9927,14.7098,6.06253,2.84202,0,0,0,1.28772,17.8403,-0.0190759,0,-1.78e-15,-0.141932,0,-6.94e-18,2.384,508,43,11,7,5,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_CCL15_relaxed_model_1_multimer_v3_pred_1.pdb,-10.8,1.2e-8,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-B.1.1-N__CXCL11,SARS-CoV-2-B.1.1-N,CXCL11,10,./results/SARS-CoV-2-B.1.1-N__CXCL11/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__CXCL11_43w.pdb,4,-92.17,3.21,-64.67,4.41,-275,38.48,2664.22,134.75,-7.113,5.735,46,0,0,0,2720.445,112.613,139.639,13.825,-12.6,5.4e-10,23.5594,6.07176,-4.67062,261.422,34.6448,α-Chemokine,0.06908885358534668,SARS-CoV-2-B.1.1-N__CXCL11,model_3_multimer_v3_pred_4,0.635178953,0.958879618305946,1.59405857111827,TRUE,A,B,30.9442,1.79811,-25.2656,-8.11609,-9.03097,-26.3991,-1.06391,29.9955,-38.365,0.67289,20.2638,8.04736,0,0,0,0.133578,3.26828,-0.395135,0,0,-1.00857,0,0,2.384,492,83,0,0,0,TRUE,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_CXCL11_relaxed_model_3_multimer_v3_pred_4.pdb,-16.2,1.2e-12,TRUE,TRUE,SARS-CoV-2 Wet Hit
SARS-CoV-2-BA.1.1-N__IL-6Ralpha,SARS-CoV-2-BA.1.1-N,IL-6Ralpha,12,./results/SARS-CoV-2-BA.1.1-N__IL-6Ralpha/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__IL-6Ralpha_96w.pdb,2,-95.17,10.76,-76.09,16.14,-190.87,53.78,5599.47,66.83,-6.989,1.369,87.5,0,0,0,3113.14,263.53,457.572,5.444,-14.8,1.4e-11,23.7135,45.3382,-4.66412,270.635,198.33,Interleukin,0.09805806756909202,SARS-CoV-2-BA.1.1-N__IL-6Ralpha,model_4_multimer_v3_pred_4,0.225305084,0.97393684704439,1.19924193088367,FALSE,A,B,67.6459,38.2038,8.60486,-7.37551,-13.2418,-29.1879,-4.35516,51.7618,-31.9016,19.8325,15.6547,8.12069,0,0,0,0.751825,12.9868,-0.0290523,0,0,-1.42553,0,0,2.384,865,82,9,7,2,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_IL-6Ralpha_relaxed_model_4_multimer_v3_pred_4.pdb,-14.4,2.7e-11,FALSE,FALSE,Not Wet Hit
MERS-CoV-N__XCL1,MERS-CoV-N,XCL1,1,./results/MERS-CoV-N__XCL1/run1/structures/it1/water/MERS-CoV-N__XCL1_5w.pdb,5,-74.89,13.44,-51.12,13.31,-237.69,20.35,3031.32,231.87,18.561,3.557,45.4,0,0,0,2275.978,227.004,223.039,36.52,-11.8,2.1e-9,35.9733,6.34105,-4.64927,277.597,63.7132,γ-Chemokine,0.6914016023344134,MERS-CoV-N__XCL1,model_2_multimer_v3_pred_1,0.192073768,0.97163125193822,1.16370501981162,FALSE,A,B,20.6089,9.57789,18.5601,-3.15157,-11.3032,-32.0981,-2.7949,61.2748,-37.241,16.0507,12.5968,13.5364,0,0,0,2.09563,18.4402,-0.0299906,0,0,-0.442554,0,0.0670891,2.384,504,55,12,6,7,FALSE,./best_AF2_and_GDock/MERS-CoV-N_XCL1_relaxed_model_2_multimer_v3_pred_1.pdb,-16.9,3.8e-13,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-B.1.1.7-N__CCL21,SARS-CoV-2-B.1.1.7-N,CCL21,1,./results/SARS-CoV-2-B.1.1.7-N__CCL21/run1/structures/it1/water/SARS-CoV-2-B.1.1.7-N__CCL21_39w.pdb,4,-107.08,4.05,-65.75,4.04,-413.28,27.6,3448.13,224.48,23.638,1.624,54,0,0,0,2409.108,107.323,220.045,22.108,-10.5,2.1e-8,23.9631,8.58464,-4.62212,267.046,68.3155,β-Chemokine,0.09770639374920631,SARS-CoV-2-B.1.1.7-N__CCL21,model_4_multimer_v3_pred_2,0.20125985,0.965354926092437,1.16661477581218,FALSE,A,B,100.349,33.9404,83.5665,-3.87429,-9.73732,-20.5065,-1.42063,41.8429,-22.6305,76.1276,11.9864,8.24143,0,0,0,3.41826,78.389,0.287815,0,0,-0.168596,0,-1.39e-17,2.384,530,56,18,16,9,TRUE,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_CCL21_relaxed_model_4_multimer_v3_pred_2.pdb,-15.6,3.8e-12,TRUE,TRUE,SARS-CoV-2 Wet Hit
SARS-CoV-2-P.1-N__CCL11,SARS-CoV-2-P.1-N,CCL11,1,./results/SARS-CoV-2-P.1-N__CCL11/run1/structures/it1/water/SARS-CoV-2-P.1-N__CCL11_60w.pdb,5,-86.35,10.07,-59.06,11.26,-272.97,29.34,2959.9,218.2,18.827,3.756,48.4,0,0,0,2169.754,171.008,201.165,22.815,-10.4,2.5e-8,28.8757,6.20312,-4.62204,266.743,9.93942,β-Chemokine,0.08461621909897774,SARS-CoV-2-P.1-N__CCL11,model_3_multimer_v3_pred_2,0.188917363,0.928640547842713,1.11755791122652,FALSE,A,B,36.5095,15.8343,35.0771,-5.26153,-6.2438,-28.235,-1.16334,48.7017,-34.0633,27.3158,10.647,15.1335,0,0,3.50036,4.92592,56.832,-0.0112903,0,8.88e-16,-0.168975,0,0,2.384,493,50,14,8,11,TRUE,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_CCL11_relaxed_model_3_multimer_v3_pred_2.pdb,-13.8,7.3e-11,TRUE,TRUE,SARS-CoV-2 Wet Hit
SARS-CoV-2-B.1.617.2-DeltaA-N__IL-18BP,SARS-CoV-2-B.1.617.2-DeltaA-N,IL-18BP,9,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__IL-18BP/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__IL-18BP_95w.pdb,2,-98.68,0.24,-78.8,0.67,-198.82,4.35,3556.28,23.62,7.898,2.926,60,0,0,0,2636.1,42.23,244.959,5.486,-12.8,3.9e-10,21.9679,7.08518,-4.61607,267.663,57.8024,Interleukin,0.08461621909897774,SARS-CoV-2-B.1.617.2-DeltaA-N__IL-18BP,model_3_multimer_v3_pred_4,0.160156628,0.961041376046484,1.12119800427422,FALSE,A,B,24.6686,14.1055,5.35696,-5.02559,-5.6727,-24.166,0.213867,34.7737,-33.0261,17.1717,8.30028,10.1945,0,0,0,2.59477,17.9944,-5e-16,0,0,-0.00137956,0,0,2.384,583,46,9,7,6,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_IL-18BP_relaxed_model_3_multimer_v3_pred_4.pdb,-12.2,1.1e-9,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BA.4-N__CXCL4,SARS-CoV-2-BA.4-N,CXCL4,1,./results/SARS-CoV-2-BA.4-N__CXCL4/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CXCL4_31w.pdb,8,-129.01,13.42,-93.57,10.72,-354.39,34.54,2734,291.63,11.183,3.348,46.12,0,0,0,2828.795,194.998,120.138,25.841,-15.3,5.6e-12,28.1737,4.34562,-4.60901,279.847,39.0674,α-Chemokine,0.10963225241337865,SARS-CoV-2-BA.4-N__CXCL4,model_3_multimer_v3_pred_1,0.280845595,0.985089558280594,1.26593515292449,TRUE,A,B,23.9834,9.81632,-0.539352,-6.96732,-7.39119,-23.238,-0.319656,36.6859,-29.7581,3.08026,15.1056,12.1152,0,0,0,0.396015,3.12655,-0.0969783,0,0,-0.164948,0,0.0138358,2.384,486,63,0,0,0,TRUE,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CXCL4_relaxed_model_3_multimer_v3_pred_1.pdb,-12.9,3.4e-10,TRUE,TRUE,SARS-CoV-2 Wet Hit
SARS-CoV-2-WA1-N__CXCL4,SARS-CoV-2-WA1-N,CXCL4,7,./results/SARS-CoV-2-WA1-N__CXCL4/run1/structures/it1/water/SARS-CoV-2-WA1-N__CXCL4_83w.pdb,4,-103.36,8.38,-70.87,10.76,-324.9,30.01,3085.47,245.18,19.192,1.435,46.75,0,0,0,2665.94,121.208,191.891,17.026,-11.5,3.8e-9,19.8477,5.18504,-4.59867,267.258,27.7871,α-Chemokine,0,SARS-CoV-2-WA1-N__CXCL4,model_3_multimer_v3_pred_0,0.275247972,0.970146241247209,1.24539421297462,FALSE,A,B,20.8319,11.6174,1.44761,-9.00812,-8.4925,-25.2214,-0.701766,39.9898,-33.4944,6.79179,17.73,12.3883,0,0,0,1.73606,10.8718,-0.0256622,0,0,-0.286356,0,0.0418491,2.384,489,55,5,2,3,TRUE,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_CXCL4_relaxed_model_3_multimer_v3_pred_0.pdb,-13.4,1.5e-10,TRUE,TRUE,SARS-CoV-2 Wet Hit
SARS-CoV-2-B.1.1.7-N__CXCL14,SARS-CoV-2-B.1.1.7-N,CXCL14,2,./results/SARS-CoV-2-B.1.1.7-N__CXCL14/run1/structures/it1/water/SARS-CoV-2-B.1.1.7-N__CXCL14_48w.pdb,4,-113.96,17.11,-71.2,12.49,-427.6,91.33,2994.02,48.4,9.272,2.95,48.5,0,0,0,2665.533,287.796,151.951,30.382,-11,8.2e-9,25.5434,2.65871,-4.57131,250.591,10.5009,α-Chemokine,0.09770639374920631,SARS-CoV-2-B.1.1.7-N__CXCL14,model_1_multimer_v3_pred_0,0.242748393,0.92726677652864,1.17001516992511,FALSE,A,B,27.2452,3.596,6.97452,-6.86663,-8.95017,-22.1682,-2.16728,40.1155,-26.5081,13.6655,10.1195,8.88281,0,0,0,1.3074,8.44856,0.127732,0,0,-0.617022,0,0.0335315,2.384,496,49,4,4,0,TRUE,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_CXCL14_relaxed_model_1_multimer_v3_pred_0.pdb,-11,8.8e-9,TRUE,TRUE,SARS-CoV-2 Wet Hit
SARS-CoV-2-WA1-N__IFNomega,SARS-CoV-2-WA1-N,IFNomega,1,./results/SARS-CoV-2-WA1-N__IFNomega/run1/structures/it1/water/SARS-CoV-2-WA1-N__IFNomega_103w.pdb,6,-88,5.63,-63.13,4.06,-248.76,32.04,3569.74,122.84,17.73,1.606,59.33,0,0,0,2628.433,138.03,254.929,14.804,-12.1,1.2e-9,22.3615,13.7798,-4.56907,267.592,14.8449,Interferon,0,SARS-CoV-2-WA1-N__IFNomega,model_4_multimer_v3_pred_0,0.295907836,0.990196286713687,1.28610412244523,FALSE,A,B,46.1772,18.0801,5.5597,-5.14513,-7.39721,-34.0889,-4.92288,47.3855,-45.8452,29.1583,13.2174,8.95824,0,0,0.803534,5.30465,91.2592,-0.960662,0,0,-1.0065,0,0.0986121,2.384,593,76,19,9,15,FALSE,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_IFNomega_relaxed_model_4_multimer_v3_pred_0.pdb,-13.6,1.1e-10,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-P.1-N__IL-1beta,SARS-CoV-2-P.1-N,IL-1beta,3,./results/SARS-CoV-2-P.1-N__IL-1beta/run1/structures/it1/water/SARS-CoV-2-P.1-N__IL-1beta_19w.pdb,6,-92.64,10.4,-71.39,12.3,-212.51,35.38,3371.52,169.65,13.387,2.676,53.33,0,0,0,2514.865,187.917,236.645,16.292,-9.5,1e-7,23.8446,11.4844,-4.55094,272.844,32.6197,Interleukin,0.08461621909897774,SARS-CoV-2-P.1-N__IL-1beta,model_3_multimer_v3_pred_3,0.203691313,0.964573314684352,1.16826462744245,TRUE,A,B,33.2816,6.31387,-3.17486,-2.4089,-8.01877,-12.5635,-0.828063,18.5097,-16.1173,3.7366,8.72416,6.05635,0,0,-2.22e-16,0.249875,3.63207,0.04915,0,0,-0.564157,0,4.16e-17,2.384,572,48,1,1,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_IL-1beta_relaxed_model_3_multimer_v3_pred_3.pdb,-9.7,7.9e-8,FALSE,FALSE,Not Wet Hit
SARS-CoV-N__CCL19,SARS-CoV-N,CCL19,3,./results/SARS-CoV-N__CCL19/run1/structures/it1/water/SARS-CoV-N__CCL19_51w.pdb,8,-81.92,11.91,-56.33,7.62,-255.84,54.78,2837.89,211.41,14.683,3.894,48.75,0,0,0,2327.051,145.201,190.973,26.552,-10.6,1.8e-8,26.9412,3.62481,-4.54319,265.774,6.90932,β-Chemokine,0.29716239543411815,SARS-CoV-N__CCL19,model_3_multimer_v3_pred_2,0.204486343,0.985495994298164,1.18998233771372,TRUE,A,B,42.1911,2.99456,-7.36787,-2.62723,-10.8643,-19.5012,-3.4729,29.5427,-24.6665,4.54778,13.5505,7.35379,0,0,0,0.108242,2.62222,-0.0559197,0,0,-1.36814,0,0.0852987,2.384,499,54,2,2,0,FALSE,./best_AF2_and_GDock/SARS-CoV-N_CCL19_relaxed_model_3_multimer_v3_pred_2.pdb,-10.5,1.9e-8,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-WA1-N__TNFbeta,SARS-CoV-2-WA1-N,TNFbeta,1,./results/SARS-CoV-2-WA1-N__TNFbeta/run1/structures/it1/water/SARS-CoV-2-WA1-N__TNFbeta_116w.pdb,4,-109.21,10.01,-84.13,7.12,-250.82,30.79,3742.53,163.31,-7.386,2.62,64.25,0,0,0,3254.295,238.513,232.577,28.94,-16.4,9.8e-13,25.036,13.3216,-4.52991,271.098,55.4811,Tumor Necrosis Factor,0,SARS-CoV-2-WA1-N__TNFbeta,model_2_multimer_v3_pred_1,0.191918871,0.879517764794313,1.07143663615305,FALSE,A,B,116.534,9.72876,3.49569,-2.75339,-5.73353,-24.2834,0.433969,35.1676,-32.2275,8.18913,10.2316,12.7747,0,0,0,1.46432,1.94917,0,0,0,0.0792315,0,0.152938,2.384,590,48,3,3,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_TNFbeta_relaxed_model_2_multimer_v3_pred_1.pdb,-13.1,2.3e-10,FALSE,FALSE,Not Wet Hit
RaTG13-N__XCL1,RaTG13-N,XCL1,1,./results/RaTG13-N__XCL1/run1/structures/it1/water/RaTG13-N__XCL1_79w.pdb,5,-119.22,15.34,-84.75,13.53,-344.64,31.87,2924.59,92.17,28.472,3.59,51,0,0,0,3080.17,239.933,167.25,21.02,-9,2.5e-7,36.4021,5.66713,-4.51103,271.86,48.9287,γ-Chemokine,0.09770639374920631,RaTG13-N__XCL1,model_3_multimer_v3_pred_0,0.207032963,0.949405667751219,1.15643863079267,TRUE,A,B,35.8774,14.2362,-2.93926,-6.38085,-7.81192,-20.6732,-0.970326,30.0821,-26.6524,8.164,10.9359,9.58088,0,0,0,1.60397,7.09206,-0.189749,0,0,-0.627564,0,0,2.384,512,51,7,4,3,FALSE,./best_AF2_and_GDock/RaTG13-N_XCL1_relaxed_model_3_multimer_v3_pred_0.pdb,-11.9,1.8e-9,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-B.1.351-N__CCL19,SARS-CoV-2-B.1.351-N,CCL19,1,./results/SARS-CoV-2-B.1.351-N__CCL19/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__CCL19_95w.pdb,61,-91.47,14.26,-75.2,12.27,-162.71,33.4,3126.49,181.44,17.432,2.864,52.25,0,0,0,2630.925,192.294,222.336,23.111,-12.6,5.4e-10,32.5972,3.48206,-4.50362,280.951,7.4529,β-Chemokine,0.048853196874603155,SARS-CoV-2-B.1.351-N__CCL19,model_2_multimer_v3_pred_3,0.204004671,0.933297114321736,1.13730178553174,TRUE,A,B,15.2542,3.07914,-6.55782,-6.33641,-15.5214,-30.0328,-4.43469,48.7022,-34.6466,3.81593,21.5125,11.7009,0,0,0,0.335567,22.1473,-0.013669,0,0,-1.63926,0,1.39e-17,2.384,496,64,7,0,7,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.351-N_CCL19_relaxed_model_2_multimer_v3_pred_3.pdb,-12.7,5e-10,FALSE,FALSE,Not Wet Hit
SARS-CoV-N__CCL20,SARS-CoV-N,CCL20,2,./results/SARS-CoV-N__CCL20/run1/structures/it1/water/SARS-CoV-N__CCL20_85w.pdb,4,-110.08,5.87,-74.43,8.06,-356.42,36.91,2802.02,149.62,14.669,4.58,43.25,0,0,0,2502.677,77.743,149.154,8,-15.6,3.4e-12,29.5444,4.15165,-4.49742,251.768,17.5585,β-Chemokine,0.29716239543411815,SARS-CoV-N__CCL20,model_4_multimer_v3_pred_3,0.588347458,0.677085487538851,1.2654329457118,TRUE,A,B,10.5663,4.28235,-5.9942,-6.83526,-14.2142,-21.7645,-3.66314,35.2626,-25.4932,3.74194,15.3287,12.5162,0,0,0,0.410716,3.33861,-0.271282,0,-8.88e-16,-1.01286,0,5.55e-17,2.384,492,71,0,0,0,FALSE,./best_AF2_and_GDock/SARS-CoV-N_CCL20_relaxed_model_4_multimer_v3_pred_3.pdb,-12,1.5e-9,FALSE,TRUE,HCoV-OC43 Wet Hit
RaTG13-N__IFNlambda1,RaTG13-N,IFNlambda1,1,./results/RaTG13-N__IFNlambda1/run1/structures/it1/water/RaTG13-N__IFNlambda1_106w.pdb,4,-96.16,11.28,-70.18,8.46,-259.85,29.81,2910.79,204.02,14.429,3.869,52,0,0,0,2841.005,169.843,183.362,6.792,-12.4,7.8e-10,29.5545,11.9227,-4.49713,269.199,36.46,Interferon,0.09770639374920631,RaTG13-N__IFNlambda1,model_2_multimer_v3_pred_0,0.190797601,0.960616934073987,1.15141453507234,FALSE,A,B,39.9989,6.28091,4.16718,-5.64879,-13.232,-28.7242,-4.18027,51.1017,-30.7799,13.4085,14.0702,8.77312,0,0,0,0.332481,8.56006,-0.0880666,0,0,-0.865778,0,0,2.384,600,71,7,6,3,FALSE,./best_AF2_and_GDock/RaTG13-N_IFNlambda1_relaxed_model_2_multimer_v3_pred_0.pdb,-15.5,4.4e-12,FALSE,FALSE,Not Wet Hit
RaTG13-N__CXCL5,RaTG13-N,CXCL5,6,./results/RaTG13-N__CXCL5/run1/structures/it1/water/RaTG13-N__CXCL5_11w.pdb,4,-97.39,3.97,-67.72,3.39,-296.71,23.89,2675.76,101.07,17.445,0.683,47.75,0,0,0,2945.643,179.747,157.962,12.9,-13.4,1.6e-10,29.9549,3.63612,-4.49602,278.31,31.1668,α-Chemokine,0.09770639374920631,RaTG13-N__CXCL5,model_1_multimer_v3_pred_2,0.270711776,0.991274656172728,1.2619864323019,TRUE,A,B,23.0537,7.27918,-13.6849,-3.96062,-5.88258,-16.901,-0.402645,20.6844,-25.1064,2.19075,10.4191,4.5147,0,0,0,0.83642,3.00435,-0.129509,0,0,0.0525609,0,4.86e-17,2.384,496,51,0,0,0,FALSE,./best_AF2_and_GDock/RaTG13-N_CXCL5_relaxed_model_1_multimer_v3_pred_2.pdb,-9.2,1.8e-7,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-P.1-N__CXCL2,SARS-CoV-2-P.1-N,CXCL2,4,./results/SARS-CoV-2-P.1-N__CXCL2/run1/structures/it1/water/SARS-CoV-2-P.1-N__CXCL2_117w.pdb,8,-106.75,7.39,-83.26,9.23,-234.93,40.36,2862.34,230.94,9.364,2.589,49.38,0,0,0,2831.453,108.37,165.355,21.581,-12.4,7.4e-10,28.6356,5.79506,-4.48842,300.243,25.0524,α-Chemokine,0.08461621909897774,SARS-CoV-2-P.1-N__CXCL2,model_4_multimer_v3_pred_4,0.434835463,0.962529599226588,1.39736506257555,TRUE,A,B,19.4345,4.6932,-8.00826,-7.65072,-5.44121,-17.943,-0.754293,25.7332,-23.1411,4.95199,9.45154,6.00589,0,0,0,1.16162,7.71087,-0.0097638,0,0,-0.454312,0,0.0818995,2.384,492,55,2,0,2,FALSE,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_CXCL2_relaxed_model_4_multimer_v3_pred_4.pdb,-13.2,2.2e-10,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-B.1.351-N__CCL15,SARS-CoV-2-B.1.351-N,CCL15,5,./results/SARS-CoV-2-B.1.351-N__CCL15/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__CCL15_59w.pdb,6,-100.86,10.73,-67.63,11.88,-332.24,60.63,2907.08,136.72,2.58,3.244,48.83,0,0,0,2845.098,157.752,159.206,19.205,-14.3,3.5e-11,29.9822,4.68614,-4.48338,272.288,27.1646,β-Chemokine,0.048853196874603155,SARS-CoV-2-B.1.351-N__CCL15,model_5_multimer_v3_pred_1,0.167485007,0.975398847708436,1.14288385478223,FALSE,A,B,26.7349,4.50382,0.834881,-4.66725,-4.55268,-25.0236,0.236529,39.122,-32.9941,8.1769,8.97001,9.61461,0,0,0,1.78013,12.4189,9.71e-17,0,0,0.0585593,0,0.113826,2.384,511,51,6,3,4,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.351-N_CCL15_relaxed_model_5_multimer_v3_pred_1.pdb,-12.6,5.5e-10,FALSE,FALSE,Not Wet Hit
OC43-N__TNFbeta,OC43-N,TNFbeta,2,./results/OC43-N__TNFbeta/run1/structures/it1/water/OC43-N__TNFbeta_86w.pdb,4,-78.69,6.79,-61.17,3.32,-175.18,35.21,3578.97,178.19,-25.385,4.71,60.25,0,0,0,2353.707,170.029,236.303,15.75,-12.4,7.6e-10,36.7723,12.1453,-4.46664,300.799,45.6053,Tumor Necrosis Factor,0.7985957062499249,OC43-N__TNFbeta,model_2_multimer_v3_pred_2,0.188813773,0.969146249782176,1.15796002285079,TRUE,A,B,74.5919,7.51255,-3.71866,-5.43888,-7.23721,-16.5657,-0.714912,23.6783,-18.8474,6.53915,8.01251,7.05812,0,0,0,0.166093,10.649,0,0,0,-0.389092,0,0.0203769,2.384,619,58,4,2,3,FALSE,./best_AF2_and_GDock/OC43-N_TNFbeta_relaxed_model_2_multimer_v3_pred_2.pdb,-11.7,2.7e-9,FALSE,FALSE,Not Wet Hit
