protein_A,protein_B,experiment,model,iptm+ptm,Interaction Energy,Pdb,Group1,Group2,IntraclashesGroup1,IntraclashesGroup2,Backbone Hbond,Sidechain Hbond,Van der Waals,Electrostatics,Solvation Polar,Solvation Hydrophobic,Van der Waals clashes,entropy sidechain,entropy mainchain,sloop_entropy,mloop_entropy,cis_bond,torsional clash,backbone clash,helix dipole,water bridge,disulfide,electrostatic kon,partial covalent bonds,energy Ionisation,Entropy Complex,Number of Residues,Interface Residues,Interface Residues Clashing,Interface Residues VdW Clashing,Interface Residues BB Clashing,wet_hit,is_max
SARS-CoV-2-BA.4-N,IFNgamma,SARS-CoV-2-BA.4-N_IFNgamma,model_2_multimer_v3_pred_0,0.573170444,-3.35797,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.4-N_IFNgamma/relaxed_model_2_multimer_v3_pred_0_Repair.pdb,A,B,20.418,2.73954,-0.787158,-2.89514,-2.24766,-0.982107,3.18206,-2.90941,0.0798524,2.99697,1.16388,0,0,0,0.00767011,0.236607,-0.340727,0,0,-0.626205,0,5.55E-17,2.384,559,18,0,0,0,FALSE,TRUE
SARS-CoV-2-WA1-N,CCL11,SARS-CoV-2-WA1-N_CCL11,model_1_multimer_v3_pred_4,0.259949082,-3.32842,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-WA1-N_CCL11/relaxed_model_1_multimer_v3_pred_4_Repair.pdb,A,B,19.7899,5.82938,-3.50467,-4.30132,-8.4822,-0.278293,12.3924,-10.7394,2.16119,6.57329,2.81656,0,0,0,0.131909,2.75515,0.104965,0,0,-0.202757,0,0,2.384,493,31,0,0,0,TRUE,TRUE
SARS-CoV-2-B.1.617.2-DeltaA-N,CCL4L1,SARS-CoV-2-B.1.617.2-DeltaA-N_CCL4L1,model_2_multimer_v3_pred_1,0.279567711,-3.31606,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL4L1/relaxed_model_2_multimer_v3_pred_1_Repair.pdb,A,B,17.9444,9.95025,-1.65036,-6.42917,-9.28413,-2.37431,14.8872,-10.6086,1.32206,7.00595,4.27781,0,0,0,0.279133,0.99213,-0.0536861,0,0,-0.687887,0,0,2.384,460,37,0,0,0,FALSE,TRUE
SARS-CoV-2-B.1.1.7-N,CCL4L1,SARS-CoV-2-B.1.1.7-N_CCL4L1,model_2_multimer_v3_pred_0,0.276536032,-3.30731,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1.7-N_CCL4L1/relaxed_model_2_multimer_v3_pred_0_Repair.pdb,A,B,21.2171,2.00903,-3.49485,-2.67613,-8.67356,-1.11331,12.6414,-10.8273,0.87973,4.62621,5.14581,0,0,0,0.283262,1.6726,0.152243,0,0,-0.250825,0,0,2.384,460,32,0,0,0,FALSE,TRUE
SARS-CoV-2-B.1.1-N,CCL24,SARS-CoV-2-B.1.1-N_CCL24,model_5_multimer_v3_pred_2,0.251589901,-3.28271,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1-N_CCL24/relaxed_model_5_multimer_v3_pred_2_Repair.pdb,A,B,24.8392,5.03768,-4.19702,-8.80066,-25.0356,-0.538925,37.6999,-30.7705,6.24009,8.9281,10.5663,0,0,0,2.72209,9.19219,-0.0278017,0,0,-0.0711944,0,0.00256119,2.384,520,50,3,0,3,FALSE,TRUE
SARS-CoV-2-B.1.1.529-N,IL-27,SARS-CoV-2-B.1.1.529-N_IL-27,model_2_multimer_v3_pred_3,0.445261611,-3.234,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1.529-N_IL-27/relaxed_model_2_multimer_v3_pred_3_Repair.pdb,A,B,34.5915,6.8738,-6.41769,-13.3095,-28.0755,-7.12792,47.6407,-30.0597,10.519,16.7608,7.54008,0,0,0,0.810211,12.6612,-0.273938,0,0,-1.31623,0,0.0757757,2.384,840,69,5,2,5,FALSE,TRUE
SARS-CoV-2-BA.2-N,IFNgamma,SARS-CoV-2-BA.2-N_IFNgamma,model_2_multimer_v3_pred_4,0.580033714,-3.22542,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.2-N_IFNgamma/relaxed_model_2_multimer_v3_pred_4_Repair.pdb,A,B,24.6773,3.41738,-0.874134,-2.57262,-2.18922,-0.469095,2.77522,-2.97891,0.0743252,3.12204,0.554355,0,0,0,0.00532631,0.273095,-0.327702,0,0,-0.344991,0,-5.55E-17,2.384,559,14,0,0,0,FALSE,TRUE
RaTG13-N,CXCL5,RaTG13-N_CXCL5,model_1_multimer_v3_pred_4,0.271050004,-3.1791,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/RaTG13-N_CXCL5/relaxed_model_1_multimer_v3_pred_4_Repair.pdb,A,B,19.8452,8.72778,-2.47551,-6.23638,-17.9111,-0.229716,23.7882,-27.4312,11.4224,10.5814,4.72777,0,0,0,0.8085,8.08009,-0.0781566,0,0,-0.145243,0,4.86E-17,2.384,496,51,5,4,1,FALSE,TRUE
RaTG13-N,CXCL12alpha,RaTG13-N_CXCL12alpha,model_4_multimer_v3_pred_1,0.444159347,-3.17766,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/RaTG13-N_CXCL12alpha/relaxed_model_4_multimer_v3_pred_1_Repair.pdb,A,B,20.1907,5.8176,-3.68284,-1.34666,-7.10613,-0.738886,10.1729,-9.52231,0.609942,4.71044,4.0666,0,0,0,0.0710133,4.13355,0.0661774,0,0,-0.501346,0,0.0234431,2.384,487,23,2,0,2,FALSE,TRUE
OC43-N,IL-10,OC43-N_IL-10,model_3_multimer_v3_pred_3,0.173751181,-3.15585,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/OC43-N_IL-10/relaxed_model_3_multimer_v3_pred_3_Repair.pdb,A,B,49.1213,5.62003,-1.3931,-6.73401,-8.97555,-2.89539,15.8988,-9.55973,0.245722,8.56634,2.58938,0,0,0,0.245816,0.548949,0.0129999,0,0,-1.19804,0,0.040898,2.384,608,43,0,0,0,FALSE,TRUE
SARS-CoV-2-BQ.1-N,IL-23,SARS-CoV-2-BQ.1-N_IL-23,model_4_multimer_v3_pred_1,0.510303232,-3.13059,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BQ.1-N_IL-23/relaxed_model_4_multimer_v3_pred_1_Repair.pdb,A,B,25.6788,6.91825,-0.956709,-1.64207,-9.26018,-2.80415,13.727,-11.9036,2.71739,5.0217,2.75259,0,0,0,0.865824,3.32651,4.44E-16,0,0,-1.64832,0,0,2.384,892,40,1,1,0,FALSE,TRUE
SARS-CoV-2-B.1.1.529-N,CCL24,SARS-CoV-2-B.1.1.529-N_CCL24,model_5_multimer_v3_pred_1,0.23464074,-3.1081,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1.529-N_CCL24/relaxed_model_5_multimer_v3_pred_1_Repair.pdb,A,B,20.806,6.15653,-1.03339,-4.78308,-6.28601,-1.27462,9.64651,-7.01845,0.346105,5.60327,1.7773,0,0,0,0.0601219,0.906736,-0.0261147,0,0,-0.145111,0,0.0253713,2.384,517,30,0,0,0,FALSE,TRUE
OC43-N,CXCL12alpha,OC43-N_CXCL12alpha,model_2_multimer_v3_pred_2,0.581752699,-3.08592,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/OC43-N_CXCL12alpha/relaxed_model_2_multimer_v3_pred_2_Repair.pdb,A,B,24.8374,2.55681,-4.57067,-10.2053,-26.5896,-7.79975,36.9742,-35.8525,17.5751,20.582,8.97734,0,0,0,0.0627434,2.10941,0.603555,0,0,-2.84303,0,0,2.384,516,69,2,2,0,FALSE,TRUE
SARS-CoV-2-B.1.617.2-DeltaA-N,CX3CL1,SARS-CoV-2-B.1.617.2-DeltaA-N_CX3CL1,model_4_multimer_v3_pred_4,0.340813069,-3.0659,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.617.2-DeltaA-N_CX3CL1/relaxed_model_4_multimer_v3_pred_4_Repair.pdb,A,B,11.9938,85.0432,-6.36999,-8.74163,-21.5163,-0.00356779,29.6564,-27.9158,1.28271,16.3882,13.9113,0,0,0.188352,0.175785,3.33067,-0.0969641,0,0,-0.0243856,0,-1.11E-16,2.384,792,72,1,0,1,FALSE,TRUE
SARS-CoV-2-XBB-N,CXCL10,SARS-CoV-2-XBB-N_CXCL10,model_3_multimer_v3_pred_3,0.348664932,-3.03954,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-XBB-N_CXCL10/relaxed_model_3_multimer_v3_pred_3_Repair.pdb,A,B,23.839,4.48328,-3.62339,-3.23082,-12.4146,0.899148,18.3419,-16.8813,1.77327,6.26189,5.41961,0,0,0,0.121851,7.0446,-0.00237465,0,0,0.29519,0,0,2.384,493,38,2,0,2,TRUE,TRUE
SARS-CoV-2-B.1.1.529-N,CCL1,SARS-CoV-2-B.1.1.529-N_CCL1,model_2_multimer_v3_pred_0,0.281662826,-2.98169,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1.529-N_CCL1/relaxed_model_2_multimer_v3_pred_0_Repair.pdb,A,B,23.0809,3.64383,-1.1849,-7.78621,-11.9322,-2.03516,18.8523,-14.7774,0.0891252,9.49834,6.36306,0,0,0,0.101141,1.0622,0.0166008,0,0,-0.227029,0,0.0407291,2.384,489,43,0,0,0,FALSE,TRUE
SARS-CoV-2-BA.2-N,CCL22,SARS-CoV-2-BA.2-N_CCL22,model_4_multimer_v3_pred_1,0.508072727,-2.95494,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.2-N_CCL22/relaxed_model_4_multimer_v3_pred_1_Repair.pdb,A,B,21.7704,15.1188,-9.79872,-14.8113,-23.6442,-4.62908,38.4647,-26.6031,16.1405,13.171,7.63003,0,0,0,1.93852,10.0371,0.014761,0,0,-0.969614,0,0.141465,2.384,485,56,8,8,2,FALSE,TRUE
SARS-CoV-2-XBB-N,TNFbeta,SARS-CoV-2-XBB-N_TNFbeta,model_4_multimer_v3_pred_0,0.208007634,-2.94761,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-XBB-N_TNFbeta/relaxed_model_4_multimer_v3_pred_0_Repair.pdb,A,B,16.1483,3.00181,-3.44627,-5.9333,-7.74521,-0.2731,11.6959,-8.30634,0.103102,8.65033,2.97303,0,0,0,0.0135172,0.548019,-0.123437,0,0,-0.555846,0,2.22E-16,2.384,587,47,0,0,0,FALSE,TRUE
SARS-CoV-2-P.1-N,CCL27,SARS-CoV-2-P.1-N_CCL27,model_2_multimer_v3_pred_1,0.220501232,-2.9452,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-P.1-N_CCL27/relaxed_model_2_multimer_v3_pred_1_Repair.pdb,A,B,24.6982,6.77414,-3.86128,-3.87214,-15.8161,-1.62233,25.616,-20.3716,0.624794,10.2287,7.21646,0,0,0,0.0870604,5.8289,0.116156,0,0,-1.33913,0,0.0483112,2.384,507,47,2,0,2,FALSE,TRUE
MERS-CoV-N,CCL3L1,MERS-CoV-N_CCL3L1,model_4_multimer_v3_pred_4,0.311383285,-2.92121,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/MERS-CoV-N_CCL3L1/relaxed_model_4_multimer_v3_pred_4_Repair.pdb,A,B,18.4655,4.04827,-6.43904,-5.8347,-25.0896,-2.42619,41.2943,-31.7219,8.04965,12.048,8.6657,0,0,0,0.0777111,8.6471,-0.843746,0,-8.88E-16,-0.86305,0,0.161598,2.384,481,71,4,2,2,FALSE,TRUE
SARS-CoV-2-BQ.1-N,IL-13,SARS-CoV-2-BQ.1-N_IL-13,model_4_multimer_v3_pred_2,0.190375531,-2.91037,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BQ.1-N_IL-13/relaxed_model_4_multimer_v3_pred_2_Repair.pdb,A,B,22.7728,5.01192,-2.37556,-2.08315,-10.1408,-1.70556,15.2193,-12.4303,1.06924,5.84426,4.23892,0,0,0,0.0391599,1.43016,0.0777798,0,0,-0.663683,0,0,2.384,526,38,0,0,0,FALSE,TRUE
SARS-CoV-2-B.1.351-N,CCL23,SARS-CoV-2-B.1.351-N_CCL23,model_4_multimer_v3_pred_1,0.215555217,-2.87429,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.351-N_CCL23/relaxed_model_4_multimer_v3_pred_1_Repair.pdb,A,B,23.2518,9.09474,-1.72966,-3.46341,-7.76177,-0.829513,12.2949,-10.3328,2.02955,5.48895,1.24543,0,0,0,0.563853,1.60836,0.000885345,0,0,-0.380738,0,-1.39E-17,2.384,535,32,1,1,0,FALSE,TRUE
SARS-CoV-2-WA1-N,IL-12p70,SARS-CoV-2-WA1-N_IL-12p70,model_4_multimer_v3_pred_0,0.488173512,-2.8684,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-WA1-N_IL-12p70/relaxed_model_4_multimer_v3_pred_0_Repair.pdb,A,C,28.16,7.52,-1.23944,-3.36698,-3.644,-1.23591,6.58381,-4.27987,0.564286,3.18504,1.30083,0,0,0,0.0276081,0.931574,-0.404146,0,0,-0.359647,0,1.11E-16,2.384,922,15,0,0,0,FALSE,TRUE
SARS-CoV-2-B.1.351-N,IFNgamma,SARS-CoV-2-B.1.351-N_IFNgamma,model_2_multimer_v3_pred_0,0.577892881,-2.8674,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.351-N_IFNgamma/relaxed_model_2_multimer_v3_pred_0_Repair.pdb,A,B,28.7015,2.92708,-1.28E-13,-1.73773,-2.16436,-0.473616,2.31185,-3.22665,0.147373,2.17605,0.697736,0,0,0,0.00645883,0.137275,-0.230956,0,0,-0.373556,0,-5.55E-17,2.384,562,14,0,0,0,FALSE,TRUE
SARS-CoV-2-B.1.1-N,IFNgamma,SARS-CoV-2-B.1.1-N_IFNgamma,model_2_multimer_v3_pred_2,0.57973207,-2.84606,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1-N_IFNgamma/relaxed_model_2_multimer_v3_pred_2_Repair.pdb,A,B,23.2519,4.97094,-0.879,-3.03592,-2.6382,-1.19114,4.0211,-3.46772,0.114262,3.87555,0.657428,0,0,0,0.0124021,0.295303,0.240552,0,0,-0.555382,0,0,2.384,562,16,0,0,0,FALSE,TRUE
SARS-CoV-2-BA.1.1-N,CCL28,SARS-CoV-2-BA.1.1-N_CCL28,model_1_multimer_v3_pred_4,0.270598907,-2.77975,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.1.1-N_CCL28/relaxed_model_1_multimer_v3_pred_4_Repair.pdb,A,B,16.5683,6.82671,-1.89339,-1.50823,-8.61554,-4.11276,13.8289,-9.89065,2.89729,3.58058,3.62517,0,0,0,0.277207,2.39186,0.840065,0,0,-1.84162,0,0.0332403,2.384,524,35,0,0,0,TRUE,TRUE
SARS-CoV-2-BA.2-N,CXCL14,SARS-CoV-2-BA.2-N_CXCL14,model_4_multimer_v3_pred_3,0.342085155,-2.77351,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.2-N_CXCL14/relaxed_model_4_multimer_v3_pred_3_Repair.pdb,A,B,21.3533,1.36366,-1.08355,-5.63745,-12.173,-3.5014,21.0943,-15.3469,2.91075,7.22975,3.83661,0,0,0,0.0713968,3.70739,0.286296,0,0,-0.472998,0,0.0127098,2.384,493,39,3,2,1,TRUE,TRUE
SARS-CoV-2-WA1-N,CXCL12beta,SARS-CoV-2-WA1-N_CXCL12beta,model_1_multimer_v3_pred_1,0.333876798,-2.76667,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-WA1-N_CXCL12beta/relaxed_model_1_multimer_v3_pred_1_Repair.pdb,A,B,12.8884,6.96667,-2.18864,-1.75952,-14.9677,-2.0893,20.0283,-20.2291,4.52801,7.26178,7.28853,0,0,0,0.444807,1.59187,0.00278863,0,0,-1.25662,0,0.16997,2.384,491,44,2,2,0,FALSE,TRUE
SARS-CoV-N,CCL15,SARS-CoV-N_CCL15,model_4_multimer_v3_pred_0,0.474285465,-2.7571,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-N_CCL15/relaxed_model_4_multimer_v3_pred_0_Repair.pdb,A,B,14.023,5.82797,-4.59828,-10.7689,-22.3907,-5.92812,40.7492,-23.5664,4.40369,10.963,8.82354,0,0,0,0.579539,11.9025,-0.070413,0,1.78E-15,-0.953233,0,4.86E-17,2.384,514,65,3,0,3,FALSE,TRUE
SARS-CoV-2-WA1-N,IFNA2,SARS-CoV-2-WA1-N_IFNA2,model_2_multimer_v3_pred_3,0.682680552,-2.7495,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-WA1-N_IFNA2/relaxed_model_2_multimer_v3_pred_3_Repair.pdb,A,B,20.4511,10.7442,-5.27127,-14.6896,-29.0038,-6.75757,42.8403,-37.7639,17.5773,19.3961,11.0297,0,0,0,1.59694,15.8631,-0.105892,0,0,-1.59773,0,5.55E-17,2.384,584,95,8,5,6,FALSE,TRUE
SARS-CoV-N,TNFbeta,SARS-CoV-N_TNFbeta,model_4_multimer_v3_pred_3,0.212854092,-2.73702,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-N_TNFbeta/relaxed_model_4_multimer_v3_pred_3_Repair.pdb,A,B,21.1366,2.95886,-2.71043,-6.58133,-5.60572,-1.61383,10.808,-5.7313,0.211973,4.63467,4.09398,0,0,0,0.116613,0.652505,0,0,0,-0.365869,0,0.00619738,2.384,593,32,0,0,0,FALSE,TRUE
SARS-CoV-2-B.1.351-N,IL-13,SARS-CoV-2-B.1.351-N_IL-13,model_4_multimer_v3_pred_0,0.197448716,-2.7086,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.351-N_IL-13/relaxed_model_4_multimer_v3_pred_0_Repair.pdb,A,B,55.0992,9.55764,-0.997366,-5.5947,-10.0276,-1.62535,14.1072,-13.6507,5.09807,6.19418,3.92596,0,0,0,0.17134,2.63239,0.139919,0,0,-0.449508,0,1.11E-16,2.384,529,34,2,2,0,FALSE,TRUE
SARS-CoV-2-BQ.1-N,IFNgamma,SARS-CoV-2-BQ.1-N_IFNgamma,model_2_multimer_v3_pred_0,0.571558404,-2.70016,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BQ.1-N_IFNgamma/relaxed_model_2_multimer_v3_pred_0_Repair.pdb,A,B,23.0365,3.3747,-0.390145,-1.89375,-2.01245,-0.677783,2.74046,-2.68931,0.106996,2.06647,0.824716,0,0,0,0.00588583,0.207866,-0.244393,0,0,-0.536841,0,5.55E-17,2.384,559,13,0,0,0,FALSE,TRUE
BANAL-20-52-N,CXCL12beta,BANAL-20-52-N_CXCL12beta,model_3_multimer_v3_pred_1,0.320139227,-2.68861,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/BANAL-20-52-N_CXCL12beta/relaxed_model_3_multimer_v3_pred_1_Repair.pdb,A,B,20.9246,3.77477,-4.92056,-6.49043,-18.1619,-2.59043,28.6041,-22.8053,3.8776,11.742,9.05826,0,0,0,0.0581836,10.2429,2.08E-16,0,0,-1.10842,0,0.0482457,2.384,491,48,4,0,4,FALSE,TRUE
SARS-CoV-2-B.1.1-N,IFNomega,SARS-CoV-2-B.1.1-N_IFNomega,model_1_multimer_v3_pred_0,0.302000694,-2.65335,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1-N_IFNomega/relaxed_model_1_multimer_v3_pred_0_Repair.pdb,A,B,38.9497,13.415,-4.11015,-13.9192,-44.6546,-5.14602,57.4942,-63.4096,36.6762,23.3809,10.7749,0,0,0,1.35587,12.275,-0.0710135,0,0,-1.11355,0,0.0887551,2.384,593,97,15,15,0,FALSE,TRUE
SARS-CoV-2-B.1.1-N,CXCL16,SARS-CoV-2-B.1.1-N_CXCL16,model_3_multimer_v3_pred_0,0.174017699,-2.65151,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1-N_CXCL16/relaxed_model_3_multimer_v3_pred_0_Repair.pdb,A,B,21.0053,52.0648,-5.57728,-9.55036,-16.779,-3.28482,25.9142,-20.728,4.71745,12.7097,10.8593,0,0,0.0782087,0.203527,4.05428,0.107033,0,0,-1.41403,0,0.0924827,2.384,644,62,2,2,0,FALSE,TRUE
SARS-CoV-2-P.1-N,CCL11,SARS-CoV-2-P.1-N_CCL11,model_1_multimer_v3_pred_2,0.293531941,-2.65015,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-P.1-N_CCL11/relaxed_model_1_multimer_v3_pred_2_Repair.pdb,A,B,14.4157,7.06676,-2.16419,-1.86531,-5.60038,-0.0827429,7.9407,-7.18235,1.3463,3.49879,1.45654,0,0,0,0.0220851,0.846918,0.0181613,0,0,-0.0438118,0,0.00606062,2.384,493,22,0,0,0,TRUE,TRUE
SARS-CoV-N,CXCL14,SARS-CoV-N_CXCL14,model_4_multimer_v3_pred_1,0.276881374,-2.61514,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-N_CXCL14/relaxed_model_4_multimer_v3_pred_1_Repair.pdb,A,B,19.3491,1.78453,-0.65039,-4.95476,-9.8304,-2.8997,17.7131,-12.3214,0.434157,7.53416,2.80489,0,0,0,0.0318017,2.09657,0.0657333,0,0,-0.57397,0,0.0315552,2.384,499,34,0,0,0,TRUE,TRUE
SARS-CoV-2-P.1-N,CCL4L1,SARS-CoV-2-P.1-N_CCL4L1,model_2_multimer_v3_pred_2,0.268432745,-2.6134,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-P.1-N_CCL4L1/relaxed_model_2_multimer_v3_pred_2_Repair.pdb,A,B,20.3658,3.98181,-2.63052,-2.66075,-10.8079,-1.19666,16.4493,-13.4849,1.78505,4.90888,4.70314,0,0,0,0.335238,1.4942,0.0950706,0,0,-0.109406,0,0,2.384,460,34,0,0,0,FALSE,TRUE
SARS-CoV-2-XBB-N,CCL8,SARS-CoV-2-XBB-N_CCL8,model_3_multimer_v3_pred_0,0.232600296,-2.59674,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-XBB-N_CCL8/relaxed_model_3_multimer_v3_pred_0_Repair.pdb,A,B,47.1327,5.2434,-3.64855,-4.89794,-19.33,-0.502859,27.9704,-26.4376,8.27371,9.47703,5.85188,0,0,0,0.556588,7.7504,0.102357,0,0,-0.0544964,0,0.0427372,2.384,492,48,7,5,2,FALSE,TRUE
SARS-CoV-2-BA.1.1-N,CXCL10,SARS-CoV-2-BA.1.1-N_CXCL10,model_3_multimer_v3_pred_4,0.356591062,-2.57756,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.1.1-N_CXCL10/relaxed_model_3_multimer_v3_pred_4_Repair.pdb,A,B,24.6048,2.68608,-4.25026,-4.96796,-11.845,0.624016,18.3695,-15.9278,0.264058,8.42026,6.3292,0,0,0,0.088838,3.81717,-0.0955787,0,0,0.413134,0,0,2.384,493,42,1,0,1,TRUE,TRUE
OC43-N,CCL14,OC43-N_CCL14,model_4_multimer_v3_pred_1,0.302441141,-2.55974,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/OC43-N_CCL14/relaxed_model_4_multimer_v3_pred_1_Repair.pdb,A,B,21.8311,5.46676,-4.76635,-13.4463,-30.12,-0.975287,49.9363,-34.997,4.26966,16.8595,9.51278,0,0,0,1.22187,19.8786,0.0549544,0,1.78E-15,-0.188936,0,0.079112,2.384,522,69,7,2,6,FALSE,TRUE
SARS-CoV-2-B.1.617.2-DeltaA-N,IL-1alpha,SARS-CoV-2-B.1.617.2-DeltaA-N_IL-1alpha,model_1_multimer_v3_pred_1,0.242504907,-2.54616,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.617.2-DeltaA-N_IL-1alpha/relaxed_model_1_multimer_v3_pred_1_Repair.pdb,A,B,27.8104,6.22036,-2.39922,-5.02056,-11.1539,-1.37987,15.11,-15.0523,2.72492,7.94848,6.89361,0,0,0,0.0838759,0.381881,2.15E-16,0,0,-0.301179,0,1.11E-16,2.384,569,38,0,0,0,FALSE,TRUE
RaTG13-N,IL-1alpha,RaTG13-N_IL-1alpha,model_1_multimer_v3_pred_3,0.258190813,-2.53761,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/RaTG13-N_IL-1alpha/relaxed_model_1_multimer_v3_pred_3_Repair.pdb,A,B,26.6462,4.68018,-0.813007,-3.60118,-9.60841,-1.52754,13.182,-12.4095,1.37545,6.55342,4.86795,0,0,0,0.0616018,0.849467,-1.11E-16,0,0,-0.624244,0,0.00588265,2.384,569,29,0,0,0,FALSE,TRUE
MERS-CoV-N,CCL19,MERS-CoV-N_CCL19,model_4_multimer_v3_pred_3,0.315002994,-2.52704,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/MERS-CoV-N_CCL19/relaxed_model_4_multimer_v3_pred_3_Repair.pdb,A,B,18.9629,5.58406,-6.65092,-12.6168,-18.1563,-4.21794,33.5306,-19.6175,7.38938,9.65254,8.10622,0,0,0,0.794587,5.69138,0.517077,0,0,-1.3631,0,0.105156,2.384,488,56,3,2,1,FALSE,TRUE
SARS-CoV-2-XBB-N,IL-1alpha,SARS-CoV-2-XBB-N_IL-1alpha,model_1_multimer_v3_pred_2,0.266730774,-2.51649,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-XBB-N_IL-1alpha/relaxed_model_1_multimer_v3_pred_2_Repair.pdb,A,B,24.4553,5.05523,-0.100659,-2.18688,-8.24752,-2.78378,12.6941,-10.82,0.485395,4.68838,4.30842,0,0,4.44E-16,0.0757533,0.450207,0.0402145,0,0,-0.66992,0,1.11E-16,2.384,566,29,0,0,0,FALSE,TRUE
