experiment_name,n_protein,cytokine_protein,af2_best_pdb_path,af2_prodigy_deltaG_kcalpermol,af2_prodigy_dissociation_constant_M,af2_foldx_dG
SARS-CoV-2-B.1.1.7-N_CCL25,SARS-CoV-2-B.1.1.7-N,CCL25,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_CCL25_relaxed_model_4_multimer_v3_pred_3.pdb,-15.3,5.80E-12,-13.7961
BANAL-20-52-N_CXCL12beta,BANAL-20-52-N,CXCL12beta,./best_AF2_and_GDock/BANAL-20-52-N_CXCL12beta_relaxed_model_2_multimer_v3_pred_1.pdb,-16.9,3.80E-13,-2.68861
SARS-CoV-2-P.1-N_CCL13,SARS-CoV-2-P.1-N,CCL13,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_CCL13_relaxed_model_4_multimer_v3_pred_3.pdb,-9.2,1.70E-07,-5.41419
SARS-CoV-2-BA.2-N_CCL25,SARS-CoV-2-BA.2-N,CCL25,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_CCL25_relaxed_model_4_multimer_v3_pred_0.pdb,-14,5.10E-11,-19.6243
SARS-CoV-2-WA1-N_CCL27,SARS-CoV-2-WA1-N,CCL27,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_CCL27_relaxed_model_5_multimer_v3_pred_1.pdb,-11.9,1.80E-09,-0.717018
SARS-CoV-2-XBB-N_CCL21,SARS-CoV-2-XBB-N,CCL21,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CCL21_relaxed_model_3_multimer_v3_pred_3.pdb,-20.7,6.50E-16,13.1492
OC43-N_CCL17,OC43-N,CCL17,./best_AF2_and_GDock/OC43-N_CCL17_relaxed_model_4_multimer_v3_pred_0.pdb,-16.2,1.40E-12,-8.73977
SARS-CoV-2-WA1-N_CCL25,SARS-CoV-2-WA1-N,CCL25,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_CCL25_relaxed_model_4_multimer_v3_pred_3.pdb,-12.4,8.40E-10,-6.34284
BANAL-20-52-N_IL-6Ralpha,BANAL-20-52-N,IL-6Ralpha,./best_AF2_and_GDock/BANAL-20-52-N_IL-6Ralpha_relaxed_model_3_multimer_v3_pred_0.pdb,-12.3,1.00E-09,-15.9629
SARS-CoV-2-WA1-N_IFNlambda1,SARS-CoV-2-WA1-N,IFNlambda1,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_IFNlambda1_relaxed_model_1_multimer_v3_pred_0.pdb,-7.7,2.10E-06,-10.2708
SARS-CoV-2-XBB-N_CXCL10,SARS-CoV-2-XBB-N,CXCL10,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CXCL10_relaxed_model_3_multimer_v3_pred_3.pdb,-8.5,5.90E-07,-3.03954
RaTG13-N_CCL1,RaTG13-N,CCL1,./best_AF2_and_GDock/RaTG13-N_CCL1_relaxed_model_5_multimer_v3_pred_3.pdb,-11,8.90E-09,1.67165
SARS-CoV-N_TNFbeta,SARS-CoV-N,TNFbeta,./best_AF2_and_GDock/SARS-CoV-N_TNFbeta_relaxed_model_2_multimer_v3_pred_4.pdb,-10.1,4.00E-08,-2.73702
SARS-CoV-2-BA.1.1-N_IFNbeta,SARS-CoV-2-BA.1.1-N,IFNbeta,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_IFNbeta_relaxed_model_3_multimer_v3_pred_4.pdb,-12.5,6.40E-10,-22.1424
SARS-CoV-2-B.1.351-N_CCL19,SARS-CoV-2-B.1.351-N,CCL19,./best_AF2_and_GDock/SARS-CoV-2-B.1.351-N_CCL19_relaxed_model_2_multimer_v3_pred_3.pdb,-12.7,5.00E-10,0.838567
SARS-CoV-2-BQ.1-N_CXCL12alpha,SARS-CoV-2-BQ.1-N,CXCL12alpha,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_CXCL12alpha_relaxed_model_3_multimer_v3_pred_3.pdb,-12.6,5.80E-10,-11.6425
BANAL-20-52-N_CCL2,BANAL-20-52-N,CCL2,./best_AF2_and_GDock/BANAL-20-52-N_CCL2_relaxed_model_1_multimer_v3_pred_1.pdb,-9.5,1.00E-07,-11.066
SARS-CoV-2-B.1.351-N_CCL15,SARS-CoV-2-B.1.351-N,CCL15,./best_AF2_and_GDock/SARS-CoV-2-B.1.351-N_CCL15_relaxed_model_5_multimer_v3_pred_1.pdb,-12.6,5.50E-10,2.59239
SARS-CoV-2-XBB-N_IFNbeta,SARS-CoV-2-XBB-N,IFNbeta,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_IFNbeta_relaxed_model_2_multimer_v3_pred_3.pdb,-14.5,2.50E-11,-21.494
BANAL-20-52-N_CXCL11,BANAL-20-52-N,CXCL11,./best_AF2_and_GDock/BANAL-20-52-N_CXCL11_relaxed_model_3_multimer_v3_pred_4.pdb,-9.6,8.50E-08,-6.25245
SARS-CoV-2-B.1.1.7-N_IFNomega,SARS-CoV-2-B.1.1.7-N,IFNomega,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_IFNomega_relaxed_model_4_multimer_v3_pred_3.pdb,-17.2,2.50E-13,-12.5196
SARS-CoV-2-XBB-N_CXCL11,SARS-CoV-2-XBB-N,CXCL11,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CXCL11_relaxed_model_3_multimer_v3_pred_1.pdb,-15.3,5.80E-12,-24.9614
MERS-CoV-N_CCL24,MERS-CoV-N,CCL24,./best_AF2_and_GDock/MERS-CoV-N_CCL24_relaxed_model_4_multimer_v3_pred_4.pdb,-14.1,4.70E-11,17.665
SARS-CoV-2-B.1.1.529-N_IFNlambda1,SARS-CoV-2-B.1.1.529-N,IFNlambda1,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_IFNlambda1_relaxed_model_3_multimer_v3_pred_0.pdb,-10.9,9.90E-09,-12.2836
MERS-CoV-N_CCL3L1,MERS-CoV-N,CCL3L1,./best_AF2_and_GDock/MERS-CoV-N_CCL3L1_relaxed_model_4_multimer_v3_pred_4.pdb,-12.7,4.70E-10,-2.92121
SARS-CoV-2-WA1-N_CCL3L1,SARS-CoV-2-WA1-N,CCL3L1,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_CCL3L1_relaxed_model_4_multimer_v3_pred_2.pdb,-14.8,1.50E-11,-21.9284
SARS-CoV-2-B.1.351-N_CXCL12alpha,SARS-CoV-2-B.1.351-N,CXCL12alpha,./best_AF2_and_GDock/SARS-CoV-2-B.1.351-N_CXCL12alpha_relaxed_model_3_multimer_v3_pred_3.pdb,-8.5,5.60E-07,0.154739
MERS-CoV-N_CCL23,MERS-CoV-N,CCL23,./best_AF2_and_GDock/MERS-CoV-N_CCL23_relaxed_model_3_multimer_v3_pred_2.pdb,-15.4,5.20E-12,9.22685
SARS-CoV-2-B.1.1.529-N_IFNgamma,SARS-CoV-2-B.1.1.529-N,IFNgamma,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_IFNgamma_relaxed_model_3_multimer_v3_pred_0.pdb,-9.7,8.00E-08,-2.22267
SARS-CoV-2-BA.4-N_TNFbeta,SARS-CoV-2-BA.4-N,TNFbeta,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_TNFbeta_relaxed_model_3_multimer_v3_pred_0.pdb,-13.7,8.50E-11,-0.376641
SARS-CoV-2-P.1-N_CCL15,SARS-CoV-2-P.1-N,CCL15,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_CCL15_relaxed_model_2_multimer_v3_pred_4.pdb,-16.2,1.40E-12,-7.02028
SARS-CoV-2-BQ.1-N_IL-6Ralpha,SARS-CoV-2-BQ.1-N,IL-6Ralpha,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_IL-6Ralpha_relaxed_model_5_multimer_v3_pred_4.pdb,-21.5,1.70E-16,-14.0824
SARS-CoV-2-BA.1.1-N_IL-1beta,SARS-CoV-2-BA.1.1-N,IL-1beta,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_IL-1beta_relaxed_model_3_multimer_v3_pred_4.pdb,-10.4,2.30E-08,-4.53973
RaTG13-N_IL-10,RaTG13-N,IL-10,./best_AF2_and_GDock/RaTG13-N_IL-10_relaxed_model_3_multimer_v3_pred_2.pdb,-9.4,1.20E-07,4.96441
SARS-CoV-2-B.1.1.529-N_CXCL8,SARS-CoV-2-B.1.1.529-N,CXCL8,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_CXCL8_relaxed_model_2_multimer_v3_pred_0.pdb,-12.1,1.20E-09,-10.8758
SARS-CoV-2-WA1-N_CCL22,SARS-CoV-2-WA1-N,CCL22,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_CCL22_relaxed_model_2_multimer_v3_pred_1.pdb,-10.8,1.20E-08,-3.69943
SARS-CoV-2-B.1.1.529-N_CCL3L1,SARS-CoV-2-B.1.1.529-N,CCL3L1,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_CCL3L1_relaxed_model_4_multimer_v3_pred_3.pdb,-16.4,1.00E-12,-17.0231
SARS-CoV-2-BA.4-N_IL-6Ralpha,SARS-CoV-2-BA.4-N,IL-6Ralpha,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_IL-6Ralpha_relaxed_model_5_multimer_v3_pred_2.pdb,-14.9,1.30E-11,-14.9603
SARS-CoV-2-B.1.617.2-DeltaA-N_XCL1,SARS-CoV-2-B.1.617.2-DeltaA-N,XCL1,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_XCL1_relaxed_model_3_multimer_v3_pred_0.pdb,-11,9.10E-09,-0.925898
SARS-CoV-2-BA.2-N_IL-12p70,SARS-CoV-2-BA.2-N,IL-12p70,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_IL-12p70_relaxed_model_4_multimer_v3_pred_1.pdb,-26.4,4.10E-20,-10.7318
SARS-CoV-2-BA.4-N_CCL25,SARS-CoV-2-BA.4-N,CCL25,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CCL25_relaxed_model_4_multimer_v3_pred_0.pdb,-14.6,2.10E-11,-18.0088
SARS-CoV-2-B.1.1.529-N_CCL17,SARS-CoV-2-B.1.1.529-N,CCL17,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_CCL17_relaxed_model_5_multimer_v3_pred_2.pdb,-10.5,2.10E-08,-7.53201
SARS-CoV-N_IL-17a,SARS-CoV-N,IL-17a,./best_AF2_and_GDock/SARS-CoV-N_IL-17a_relaxed_model_3_multimer_v3_pred_4.pdb,-12,1.60E-09,7.90485
SARS-CoV-2-B.1.1.7-N_CCL23,SARS-CoV-2-B.1.1.7-N,CCL23,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_CCL23_relaxed_model_4_multimer_v3_pred_4.pdb,-16.8,4.80E-13,-8.39347
SARS-CoV-2-P.1-N_CX3CL1,SARS-CoV-2-P.1-N,CX3CL1,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_CX3CL1_relaxed_model_4_multimer_v3_pred_2.pdb,-22.5,3.20E-17,-9.76244
MERS-CoV-N_CCL26,MERS-CoV-N,CCL26,./best_AF2_and_GDock/MERS-CoV-N_CCL26_relaxed_model_4_multimer_v3_pred_0.pdb,-9.5,1.00E-07,6.11879
SARS-CoV-N_CXCL2,SARS-CoV-N,CXCL2,./best_AF2_and_GDock/SARS-CoV-N_CXCL2_relaxed_model_1_multimer_v3_pred_1.pdb,-10.5,1.90E-08,-15.2385
SARS-CoV-2-BA.2-N_IFNA2,SARS-CoV-2-BA.2-N,IFNA2,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_IFNA2_relaxed_model_1_multimer_v3_pred_2.pdb,-15,9.90E-12,-20.9305
SARS-CoV-2-XBB-N_CXCL4,SARS-CoV-2-XBB-N,CXCL4,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CXCL4_relaxed_model_3_multimer_v3_pred_1.pdb,-11.2,6.30E-09,-15.8733
SARS-CoV-2-WA1-N_CCL26,SARS-CoV-2-WA1-N,CCL26,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_CCL26_relaxed_model_3_multimer_v3_pred_4.pdb,-15,9.30E-12,-5.58738
SARS-CoV-2-BA.4-N_IL-17a,SARS-CoV-2-BA.4-N,IL-17a,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_IL-17a_relaxed_model_4_multimer_v3_pred_3.pdb,-16.2,1.40E-12,-0.887971
SARS-CoV-2-XBB-N_CXCL9,SARS-CoV-2-XBB-N,CXCL9,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CXCL9_relaxed_model_3_multimer_v3_pred_4.pdb,-9.4,1.20E-07,0.641979
SARS-CoV-2-XBB-N_CXCL1,SARS-CoV-2-XBB-N,CXCL1,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CXCL1_relaxed_model_3_multimer_v3_pred_1.pdb,-10.4,2.20E-08,-9.11084
SARS-CoV-N_CXCL6,SARS-CoV-N,CXCL6,./best_AF2_and_GDock/SARS-CoV-N_CXCL6_relaxed_model_3_multimer_v3_pred_1.pdb,-10.6,1.80E-08,-13.9598
OC43-N_CXCL8,OC43-N,CXCL8,./best_AF2_and_GDock/OC43-N_CXCL8_relaxed_model_1_multimer_v3_pred_3.pdb,-17.2,2.20E-13,-19.9135
RaTG13-N_IFNgamma,RaTG13-N,IFNgamma,./best_AF2_and_GDock/RaTG13-N_IFNgamma_relaxed_model_3_multimer_v3_pred_1.pdb,-10.5,1.80E-08,-2.18064
SARS-CoV-2-B.1.1-N_IL-18BP,SARS-CoV-2-B.1.1-N,IL-18BP,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_IL-18BP_relaxed_model_3_multimer_v3_pred_1.pdb,-10.3,3.00E-08,-16.2384
MERS-CoV-N_XCL1,MERS-CoV-N,XCL1,./best_AF2_and_GDock/MERS-CoV-N_XCL1_relaxed_model_2_multimer_v3_pred_1.pdb,-16.9,3.80E-13,17.8462
SARS-CoV-2-B.1.1-N_CCL16,SARS-CoV-2-B.1.1-N,CCL16,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_CCL16_relaxed_model_4_multimer_v3_pred_3.pdb,-12.7,5.10E-10,1.48484
SARS-CoV-2-XBB-N_IL-10,SARS-CoV-2-XBB-N,IL-10,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_IL-10_relaxed_model_1_multimer_v3_pred_1.pdb,-12,1.60E-09,2.03216
OC43-N_IL-35,OC43-N,IL-35,./best_AF2_and_GDock/OC43-N_IL-35_relaxed_model_1_multimer_v3_pred_4.pdb,-20.8,6.00E-16,-9.00112
MERS-CoV-N_IL-27,MERS-CoV-N,IL-27,./best_AF2_and_GDock/MERS-CoV-N_IL-27_relaxed_model_4_multimer_v3_pred_4.pdb,-20.2,1.60E-15,4.24364
SARS-CoV-2-BA.4-N_CXCL4,SARS-CoV-2-BA.4-N,CXCL4,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CXCL4_relaxed_model_3_multimer_v3_pred_1.pdb,-12.9,3.40E-10,-0.539352
RaTG13-N_CCL14,RaTG13-N,CCL14,./best_AF2_and_GDock/RaTG13-N_CCL14_relaxed_model_3_multimer_v3_pred_1.pdb,-10.9,1.00E-08,3.33686
MERS-CoV-N_CXCL16,MERS-CoV-N,CXCL16,./best_AF2_and_GDock/MERS-CoV-N_CXCL16_relaxed_model_2_multimer_v3_pred_4.pdb,-16.5,8.00E-13,-11.6265
SARS-CoV-2-B.1.1.7-N_CCL3L1,SARS-CoV-2-B.1.1.7-N,CCL3L1,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_CCL3L1_relaxed_model_4_multimer_v3_pred_3.pdb,-16.1,1.50E-12,-20.0764
SARS-CoV-2-WA1-N_CCL4L1,SARS-CoV-2-WA1-N,CCL4L1,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_CCL4L1_relaxed_model_3_multimer_v3_pred_0.pdb,-15.7,2.80E-12,16.0195
SARS-CoV-N_CCL22,SARS-CoV-N,CCL22,./best_AF2_and_GDock/SARS-CoV-N_CCL22_relaxed_model_4_multimer_v3_pred_3.pdb,-10.4,2.20E-08,11.7579
MERS-CoV-N_CCL18,MERS-CoV-N,CCL18,./best_AF2_and_GDock/MERS-CoV-N_CCL18_relaxed_model_2_multimer_v3_pred_2.pdb,-13.3,1.90E-10,-1.15778
SARS-CoV-2-WA1-N_CCL28,SARS-CoV-2-WA1-N,CCL28,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_CCL28_relaxed_model_2_multimer_v3_pred_3.pdb,-13.5,1.20E-10,-9.20391
SARS-CoV-2-B.1.1-N_CCL4L1,SARS-CoV-2-B.1.1-N,CCL4L1,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_CCL4L1_relaxed_model_3_multimer_v3_pred_2.pdb,-14,5.00E-11,0.204699
SARS-CoV-2-B.1.1.529-N_CCL1,SARS-CoV-2-B.1.1.529-N,CCL1,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_CCL1_relaxed_model_5_multimer_v3_pred_3.pdb,-11.2,5.70E-09,-2.98169
SARS-CoV-2-BA.4-N_CX3CL1,SARS-CoV-2-BA.4-N,CX3CL1,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CX3CL1_relaxed_model_3_multimer_v3_pred_1.pdb,-15.1,8.40E-12,-6.411
SARS-CoV-2-BQ.1-N_CXCL13,SARS-CoV-2-BQ.1-N,CXCL13,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_CXCL13_relaxed_model_3_multimer_v3_pred_2.pdb,-8.5,5.50E-07,-3.64556
SARS-CoV-2-WA1-N_IFNomega,SARS-CoV-2-WA1-N,IFNomega,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_IFNomega_relaxed_model_4_multimer_v3_pred_0.pdb,-13.6,1.10E-10,-21.2636
SARS-CoV-2-BQ.1-N_CXCL2,SARS-CoV-2-BQ.1-N,CXCL2,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_CXCL2_relaxed_model_1_multimer_v3_pred_1.pdb,-10.9,9.50E-09,-13.9306
SARS-CoV-2-P.1-N_CXCL16,SARS-CoV-2-P.1-N,CXCL16,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_CXCL16_relaxed_model_1_multimer_v3_pred_2.pdb,-8.9,3.10E-07,12.6796
SARS-CoV-2-B.1.1.529-N_IL-27,SARS-CoV-2-B.1.1.529-N,IL-27,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_IL-27_relaxed_model_2_multimer_v3_pred_4.pdb,-23.8,3.20E-18,-3.234
SARS-CoV-2-B.1.1-N_CCL23,SARS-CoV-2-B.1.1-N,CCL23,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_CCL23_relaxed_model_4_multimer_v3_pred_3.pdb,-16.7,5.60E-13,-10.109
SARS-CoV-2-XBB-N_IL-35,SARS-CoV-2-XBB-N,IL-35,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_IL-35_relaxed_model_1_multimer_v3_pred_3.pdb,-23.6,5.20E-18,-41.1097
RaTG13-N_IL-18,RaTG13-N,IL-18,./best_AF2_and_GDock/RaTG13-N_IL-18_relaxed_model_1_multimer_v3_pred_0.pdb,-11.5,3.70E-09,-6.43338
SARS-CoV-2-P.1-N_IL-6Ralpha,SARS-CoV-2-P.1-N,IL-6Ralpha,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_IL-6Ralpha_relaxed_model_1_multimer_v3_pred_4.pdb,-16.1,1.50E-12,-9.39828
OC43-N_CCL4L1,OC43-N,CCL4L1,./best_AF2_and_GDock/OC43-N_CCL4L1_relaxed_model_5_multimer_v3_pred_1.pdb,-10.3,3.00E-08,1.85793
SARS-CoV-2-BA.1.1-N_CCL17,SARS-CoV-2-BA.1.1-N,CCL17,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_CCL17_relaxed_model_1_multimer_v3_pred_2.pdb,-8.6,4.60E-07,0.384355
SARS-CoV-2-BQ.1-N_CCL14,SARS-CoV-2-BQ.1-N,CCL14,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_CCL14_relaxed_model_3_multimer_v3_pred_0.pdb,-9.8,6.40E-08,0.979631
SARS-CoV-2-BA.1.1-N_IFNgamma,SARS-CoV-2-BA.1.1-N,IFNgamma,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_IFNgamma_relaxed_model_3_multimer_v3_pred_0.pdb,-9.9,5.10E-08,-1.85073
SARS-CoV-2-B.1.1-N_CCL18,SARS-CoV-2-B.1.1-N,CCL18,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_CCL18_relaxed_model_3_multimer_v3_pred_4.pdb,-12.9,3.30E-10,-1.5634
SARS-CoV-N_IL-6,SARS-CoV-N,IL-6,./best_AF2_and_GDock/SARS-CoV-N_IL-6_relaxed_model_3_multimer_v3_pred_4.pdb,-11.4,4.00E-09,-9.66178
SARS-CoV-2-BA.4-N_IL-1beta,SARS-CoV-2-BA.4-N,IL-1beta,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_IL-1beta_relaxed_model_3_multimer_v3_pred_1.pdb,-9.4,1.40E-07,-1.04096
SARS-CoV-2-BA.4-N_CXCL16,SARS-CoV-2-BA.4-N,CXCL16,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CXCL16_relaxed_model_3_multimer_v3_pred_1.pdb,-19.1,9.70E-15,33.5616
MERS-CoV-N_CCL7,MERS-CoV-N,CCL7,./best_AF2_and_GDock/MERS-CoV-N_CCL7_relaxed_model_3_multimer_v3_pred_0.pdb,-12,1.60E-09,1.53383
SARS-CoV-2-B.1.1-N_IL-17a,SARS-CoV-2-B.1.1-N,IL-17a,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_IL-17a_relaxed_model_4_multimer_v3_pred_3.pdb,-16.5,7.60E-13,0.945603
SARS-CoV-2-WA1-N_CXCL3,SARS-CoV-2-WA1-N,CXCL3,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_CXCL3_relaxed_model_1_multimer_v3_pred_2.pdb,-10,4.30E-08,-14.6206
BANAL-20-52-N_IFNA2,BANAL-20-52-N,IFNA2,./best_AF2_and_GDock/BANAL-20-52-N_IFNA2_relaxed_model_4_multimer_v3_pred_2.pdb,-11,8.30E-09,-30.86
SARS-CoV-2-XBB-N_CCL25,SARS-CoV-2-XBB-N,CCL25,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CCL25_relaxed_model_4_multimer_v3_pred_1.pdb,-15.4,4.90E-12,-11.7987
SARS-CoV-2-B.1.1-N_CCL20,SARS-CoV-2-B.1.1-N,CCL20,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_CCL20_relaxed_model_2_multimer_v3_pred_4.pdb,-12.4,8.00E-10,-4.0563
SARS-CoV-2-BA.2-N_CCL7,SARS-CoV-2-BA.2-N,CCL7,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_CCL7_relaxed_model_3_multimer_v3_pred_1.pdb,-12.9,3.50E-10,-1.46224
MERS-CoV-N_CCL22,MERS-CoV-N,CCL22,./best_AF2_and_GDock/MERS-CoV-N_CCL22_relaxed_model_1_multimer_v3_pred_3.pdb,-13.4,1.40E-10,-10.4855
RaTG13-N_CCL8,RaTG13-N,CCL8,./best_AF2_and_GDock/RaTG13-N_CCL8_relaxed_model_4_multimer_v3_pred_4.pdb,-13.7,9.30E-11,-6.33178
RaTG13-N_CCL28,RaTG13-N,CCL28,./best_AF2_and_GDock/RaTG13-N_CCL28_relaxed_model_2_multimer_v3_pred_4.pdb,-15.1,7.90E-12,2.8805
OC43-N_IFNgamma,OC43-N,IFNgamma,./best_AF2_and_GDock/OC43-N_IFNgamma_relaxed_model_1_multimer_v3_pred_2.pdb,-4.7,0.00037,0.35783
SARS-CoV-2-BQ.1-N_CCL19,SARS-CoV-2-BQ.1-N,CCL19,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_CCL19_relaxed_model_2_multimer_v3_pred_0.pdb,-11.6,3.10E-09,13.4624
SARS-CoV-2-BA.2-N_IL-35,SARS-CoV-2-BA.2-N,IL-35,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_IL-35_relaxed_model_1_multimer_v3_pred_3.pdb,-19.6,4.40E-15,-24.0754
SARS-CoV-2-P.1-N_IFNlambda1,SARS-CoV-2-P.1-N,IFNlambda1,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_IFNlambda1_relaxed_model_3_multimer_v3_pred_3.pdb,-14.2,3.90E-11,-13.3691
SARS-CoV-2-B.1.351-N_TNFbeta,SARS-CoV-2-B.1.351-N,TNFbeta,./best_AF2_and_GDock/SARS-CoV-2-B.1.351-N_TNFbeta_relaxed_model_3_multimer_v3_pred_1.pdb,-9.2,1.90E-07,-6.29088
SARS-CoV-2-P.1-N_CCL3L1,SARS-CoV-2-P.1-N,CCL3L1,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_CCL3L1_relaxed_model_4_multimer_v3_pred_3.pdb,-15.7,3.10E-12,-20.7638
BANAL-20-52-N_CCL11,BANAL-20-52-N,CCL11,./best_AF2_and_GDock/BANAL-20-52-N_CCL11_relaxed_model_3_multimer_v3_pred_0.pdb,-17.2,2.30E-13,-3.39335
RaTG13-N_IFNbeta,RaTG13-N,IFNbeta,./best_AF2_and_GDock/RaTG13-N_IFNbeta_relaxed_model_2_multimer_v3_pred_4.pdb,-13.8,7.60E-11,-20.3557
SARS-CoV-2-XBB-N_CXCL7,SARS-CoV-2-XBB-N,CXCL7,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CXCL7_relaxed_model_1_multimer_v3_pred_2.pdb,-8,1.30E-06,-8.77743
SARS-CoV-2-B.1.617.2-DeltaA-N_CCL28,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL28,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL28_relaxed_model_2_multimer_v3_pred_3.pdb,-19.1,9.50E-15,-4.62852
RaTG13-N_CXCL9,RaTG13-N,CXCL9,./best_AF2_and_GDock/RaTG13-N_CXCL9_relaxed_model_3_multimer_v3_pred_1.pdb,-9.6,9.80E-08,-0.0336793
RaTG13-N_CCL17,RaTG13-N,CCL17,./best_AF2_and_GDock/RaTG13-N_CCL17_relaxed_model_2_multimer_v3_pred_2.pdb,-12.5,6.90E-10,6.79532
SARS-CoV-2-XBB-N_IL-23,SARS-CoV-2-XBB-N,IL-23,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_IL-23_relaxed_model_3_multimer_v3_pred_0.pdb,-29.3,3.10E-22,-0.194773
SARS-CoV-2-BQ.1-N_CCL7,SARS-CoV-2-BQ.1-N,CCL7,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_CCL7_relaxed_model_3_multimer_v3_pred_1.pdb,-10.6,1.60E-08,4.7615
SARS-CoV-2-BA.2-N_CXCL16,SARS-CoV-2-BA.2-N,CXCL16,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_CXCL16_relaxed_model_3_multimer_v3_pred_4.pdb,-21.5,1.70E-16,2.70065
SARS-CoV-2-XBB-N_CCL17,SARS-CoV-2-XBB-N,CCL17,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CCL17_relaxed_model_3_multimer_v3_pred_1.pdb,-12.6,6.00E-10,-5.05739
SARS-CoV-2-B.1.617.2-DeltaA-N_IFNA2,SARS-CoV-2-B.1.617.2-DeltaA-N,IFNA2,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_IFNA2_relaxed_model_4_multimer_v3_pred_0.pdb,-12.8,4.10E-10,-30.5759
